topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT20-AR-28_w1	1240213416876412928	لأول مرة يشهد شارع السلطان قابوس انخفاض ملحوظ للحركة في فترة ذروته ، سابقا كان الخط يظهر في خرائط جوجل باللون الأحمر  هذا يدل على وعي وتجاوب مختلف فئات المجتمع بقرارات اللجنة العليا للتعامل مع  كوفيد [رقم] أتمنى أن يستمر هذا التجاوب و  يارب  ارفع  عنا  البلاء  عمان  تواجه  كورونا [رابط]		1	لاول مرة يشهد الخط محمد قابوس توسع ملحوظ للحركة في فترة ذروته ، حيث كان الخط يظهر في خرائط العالم باللون الأحمر ، يدل على تفاعل وتجاوب مختلف فئات العماني بقرارات اللجنة العليا للتعامل مع الأزمات[رقم]ونأمل أن يستمر هذا الحلم و يارب ارفع و [UNK] عمان تواجه التحديات [رابط]
CT20-AR-29	1236406915955122176	 عاجل   البحرين تدعو القادمين من  مصر وإيطاليا وكوريا الجنوبية ولبنان لعزل أنفسهم أسبوعين بسبب  كورونا [رابط]		1	عاجل البحرين تدعو الركاب من مصر وايران وكوريا الجنوبية وتركيا لتفقد أنفسهم موقتا بسبب كورونا [رابط]
CT20-AR-28_w2	1243112726085259264	وزارة الصحة  تسجيل [رقم] إصابات جديدة بمرض فيروس كورونا ، و [رقم] حالة تماثلت للشفاء  كوفيد [رقم]  عمان  تواجه  كورونا [رابط]		1	نظام الصحة تسجيل[رقم]إصابات متعددة بنفس فيروس كورونا ، [رابط][رقم]حالة متقدمة للشفاء بالمملكة[رقم]سرقسطة ، كورونا [رابط]
CT20-AR-03	1223244642076020736	وزير التجارة الأميركي ويلبر روس ، يقول إن تفشي فيروس  كورونا الجديد في  الصين سيفيد الاقتصاد الأميركي من خلال عودة الاستثمارات ومغادرة الشركات لبكين [رابط]		1	وزير التجارة الأميركي ويلبر فوكس ، يقول ان اكتشاف فيروس كورونا الجديد في الصين أضعف المستهلك الأمريكي في خلال عودة الأطباء ومغادرة المستثمرين لبكين [رابط]
CT20-AR-03	1224015469168013312	وزارة الصحة  لم تسجل السعودية حتى الآن أي حالة إصابة مؤكدة بفيروس كورونا الجديد ، ويتم تطبيق أعلى الإجراءات الإحترازية والوقائية في المنافذ    المملكة  كورونا  [رابط]		1	وزارة الصحة لم تكشف وحتى ل الآن أي حالة إصابة مؤكدة لمرض كورونا ، ، ويتم تطبيق أعلى الإجراءات والإجراءات والوقائية عند المنافذ والحدود كافة [رابط]
CT20-AR-28_w1	1239618709410533386	  ولي  العهد  يؤكد عزم المملكة على تنسيق التعاون الدولي لمكافحة وباء  كورونا  الجديد ، وتبني السياسات الملائمة لتخفيف أعبائه الاقتصادية   واس  [رابط]		1	الملك سلمان يؤكد عزم المملكة على تنسيق الجهود دوليا في وباء كورونا الغربي ، وإعداد السياسات اللازمة لتخفيف أعبائه الاقتصادية واس [رابط]
CT20-AR-28_w1	1239622623316840451	عاجل  وزارة  الصحة تسجل [رقم] حالة إصابة جديدة ب  فيروس  كورونا 		1	عاجل وزارة المواصلات الموقر[رقم]حالة إصابة جديدة بسبب أنفلونزا كورونا
CT20-AR-03	1223149446655041537	وزير الصحة التركي   لا يوجد في تركيا أي حالة مثبتة مصابة بفيروس كورونا الجديد  نفحص الركاب القادمين من الصين بالكاميرات الحرارية وحتى الآن فحضنا [رقم] ألف مسافر دون رصد أي حالة مشبوهة بالفيروس		1	ووزير الصحة الفرنسي لا يوجد في بلاده أي حالات مثبتة مصابة بفيروس كورونا ولا نفحص الركاب القادمين علي المكسيك بالكاميرات الحرارية حتي الآن لا[رقم]وفاة مسافر دون رصد أي عملية وفاة بالفيروس
CT20-AR-03	1223900001342054400	عاجل  فيروس آخر يضرب في الصين   هذا الفيروس أخطر من فيروس الكورونا بكثير    فيروس  كورونا [رابط]		1	عاجل فيروس آخر يضرب شمال الصين مطلع العام أخطر من فيروس الانفلونزا بكثير هذا ا [رابط]
CT20-AR-29	1237385904697688065	ادعو زملائي نواب كسروان وجبيل ورؤساء بلديات المنطقة الى لقاء عاجل للبحث في الخطوات الممكن ان تسهم في مواجهة فايروس الكورونا وتحضير مستشفى البوار الحكومي  كورونا  لبنان  ما  تستهتر [رابط]		1	ادعو زملائي اهالي الكورة وجبيل وجميع بلديات المنطقة الي لقاء دوري للبحث في الخطوات الممكن ان تسهم بتسهيل تفادي فايروس الكورونا وتحضير جلسات البوار الحكومي اذ ان ما تستهتر [رابط]
CT20-AR-28_w2	1242318758691078145	 عاجل التلفزيون الصيني  بعد عودة الحياة تدريجيا ، مدينة ووهان الصينية تقرر رفع قيود السفر للخارج ابتداء من [رقم] أبريل ، في حين اكدت السلطات المحلية اليوم الثلاثاء أن مدنا أخرى في مقاطعة هوبي ستستأنف خدمات النقل اعتبارا من [رقم] مارس اذار الجاري   فيروس  كورونا  المستجد		1	عاجل الصحة الصيني بعد عودة الحياة تدريجيا الي مدينة الرعاية الصحية تبدأ رفع تكاليف السفر للخارج ابتداء من[رقم]أبريل ، [UNK] حين اكدت السلطات المحلية اليوم الثلاثاء بان مدنا أخرى وسط مقاطعة شنغهاي أوقفت إنتاج الكهرباء اعتبارا من[رقم]مارس اذار موعد وباء كورونا المستجد
CT20-AR-03	1223541558827536385	أجلت طائرة تابعة للخطوط الجوية الملكية الأردنية فجر اليوم السبت ، [رقم] طالبا أردنيا وعربيا من ضمنهم [رقم] طلاب  عمانيين ، من مدينة  ووهان الصينية مركز فيروس   كورونا  ، و سيتم نقلهم إلى مستشفى البشير لفحصهم والتأكد من خلوهم من المرض ، من دون دخولهم إلى مبنى المطار كإجراء احترازي  [رابط]		1	إن طائرة تابعة لسلاح الجوية الملكية الأردنية ، أمس السبت ،[رقم]طالبا العلم سقط من ضمنهم[رقم]طلاب أشقاء ، من مدينة ووهان الصينية تلقوا فيروس كورونا ، راح يتم نقلهم إلى مستشفى حكومي لفحصهم والتأكد من التأكد من ذلك مستقبلا والحيلولة دون دخولهم إلى مبنى المطار كرد احترازي [رابط]
CT20-AR-28_w1	1240367410193952768	 مباشر   فيروس  كورونا   إيطاليا تسجل [رقم] وفاة جديدة خلال [رقم] ساعة ، والصين تعلن استخدام أول لقاح مضاد للوباء في تجارب سريرية ، إليكم آخر المستجدات [رابط]		1	مباشر فيروس كورونا كورونا [رابط][رقم]وفاة عامل خلال[رقم]ا ، والصين تعلن استخدام أكبر لقاح مضاد للسرطان في اختبارات سريرية ، و آخر الأخبار [رابط]
CT20-AR-29	1237130517998379016	رئيس وزراء هولندا بعد مطالبته الجميع بعدم المصافحة تفاديا لأي عدوى بفيروس  كورونا المستجد   في نهاية كلمته   تصافح باليد  الطبع يغلب التطبع [رابط]		1	رئيس علماء هولندا بعد مطالبته الجميع بعدم الخروج تفاديا لنقل عدوى لمرض وباء المستجد وقبل نهاية كلمته تصافح باليد الطبع عن الحن [رابط]
CT20-AR-28_w1	1239948018713006093	بالأمس ، اجتاز  اللقاح المؤتلف ل  كوفيد [رقم] الذي طوره فريق الأكاديمية تشن وي ، مراجعة الأبحاث السريرية وتمت الموافقة عليه للتجارب السريرية  وقالت تشين وي  وفقا للمعايير الدولية واللوائح المحلية ، تم التحضير لتحقيق الجودة الآمنة والفعالة للقاح ويمكن السيطرة عليه وإنتاجه على نطاق واسع [رابط]		1	بالأمس أيضا اجتاز اللقاح المرور إلى كوفيد[رقم]الذي طوره فريق من تشن وي بالتركيز على الأبحاث السريرية وتمت الموافقة عليه للتجارب الصين وتش شي وي وفقا للمعايير والقوانين واللوائح المنشورة ، تم التحضير لتحديد الجودة الآمنة والفعالة للقاح ويمكن السيطرة علية وإنتاجه على نطاق واسع [رابط]
CT20-AR-28_w1	1240055569320468481	 سانوفي  تعرض دواء لمواجهة فيروس كورونا الجديد   العربية    كورونا  فيروس  كورونا		1	سانوفي تعرض دواء لمواجهة فيروس كورونا بالجامعة العربية ام ار بي
CT20-AR-28_w1	1240298506662875136	الصين تبداء اختبار فعالية الدواء الذي قامت بتحضيره لعلاج  كورونا واذا اثبت فعاليته ستنشره في العالم بالمجان أو بسعر رمزي بعكس الولايات المتحدة التي تحاول أن تستغل العالم من خلال هذا الدواء   عمان  تواجه  كرونا  كوفيد [رقم] [رابط]		1	الصين بدات اختبار فعالية مصل الذى قامت بتحضيره وليس كورونا واذا اكتشفت فعاليته ستنشره في العالم قريبا أو بسعر قليل بعكس الولايات المتحدة التي تحاول أن تحمي العالم من خلال هذا الداء عمان تواجه تداعيات كوفيد[رقم][رابط]
CT20-AR-28_w1	1240038198581112833	 عاجل  ارتفاع عدد الوفيات في  أميركا بسبب فيروس  كورونا إلى [رقم] شخص [رابط]		1	أمس ارتفاع الأشخاص الجرحى في أميركا بسبب فيروس كورونا إلى[رقم]افتتاحية [رابط]
CT20-AR-28_w1	1240285158072336386	بشرى سارة للبشرية   الصين تقر البدء بالتجارب السريرية على أول لقاح لفيروس  كورونا بعد أقل من [رقم] ساعة على التجارب الأميركية معلومة  يعتبر اللقاح أقوى سلاح علمي لمحاربة الفيروس وإنهائه بحسب أكاديمية العلوم الطبية العسكرية في الصين  كوفيد [رقم]  شغف  بالمعرفة [رابط]		1	بشرى العلم جامعة البحرين تقر البدء بالتجارب السريرية على تجربة لقاح وباء كورونا في أقل من[رقم]ساعة على الصحة الأميركية معلومة يعتبر اللقاح أقوى سلاح فعال لمحاربة الأمراض سي ؛ أكاديمية العلوم الطبية العسكرية ، واشنطن كوفيد[رقم]شغف عام [رابط]
CT20-AR-03	1223862288337244160	 هام   بعد ارتفاع حصيلة ضحايا  فيروس  كورونا في  الصين إلى [رقم] حالة وفاة ، واكثر من [رقم] مصاب   الخطوط الجوية السعودية تعلن رسميا تعليق رحلاتها من وإلى  جوانزو  الصينية بسبب فيروس كورونا اعتبارا من اليوم الأحد     [رابط]		1	هام بعد ارتفاع مجموعة قتلى فيروس إتش في الصين إلى[رقم]26 وفاة ، وواحدة من[رقم]مصاب مصدر الداخلية الإماراتية تعلن رسميا تعليق رحلاتها من منطقة جوانزو الصينية بسبب فيروس كورونا 2018 م اليوم ، [رابط]
CT20-AR-28_w2	1242542278083850243	 كورونا  فيروس السلطات الفرنسية تطلق سراح [رقم] سجين وتعتزم إطلاق سراح [رقم] آخرين بسبب الخوف من تفشي الفيروس 		1	بسبب فيروس السلطات الأمريكية تطلق سراح[رقم]الأمير يتلقى إطلاق سراح[رقم]زيمبابوي أمام الخوف من تفشي الفيروس
CT20-AR-03	1223347605243146240	 عاجل  البيت الأبيض  [رقم] إصابات بفيروس  كورونا في الولايات المتحدة  عاجل  العربي [رابط]		1	رسالة البيت الأبيض[رقم]توقعات بمرض كورونا في الولايات الغربية عاجل العربي [رابط]
CT20-AR-29	1237498993426550784	بعد أن أدركوا أن أحدا لن يصدق أن  كورونا انتشر في [رقم] دول دون أن تسجل  تركيا أي حالة   أعلنوا عن حالة واحدة لذر الرماد على العيون [رابط]		1	بعد ان أدركوا أن شعبه لن يصدق ان الإرهاب انتشر في[رقم]دول دون أن تسجل الإصابة أي خطورة صحية عنهم إصابة واحدة لذر الرماد على النفس [رابط]
CT20-AR-28_w1	1240302143703302151	الإعلامية والناشطة همسة ماجد تناشد بإطلاق سراح المعتقلين والمسجونين بسبب خطر تفشي  كورونا  الجديد بطلة عفية عليح رجاءا نشروه على اكبر صعيد  كورونا  الجديد [رابط]		1	الإعلامية والناشطة تغريد من تكفل بإطلاق اسر المعتقلين والمسجونين بسبب حالة تفشي كورونا الجديد بطلة أبو عليح عبر تويتر على تويتر [UNK] كورونا الجديد [رابط]
CT20-AR-29	1237118460704030720	 الهجرة  رحلات استثنائية لإعادة المواطنين الراغبين فى العودة من السعودية  كورونا [رابط]		1	تسهيل رحلات السفر لخدمة المواطنين الراغبين فى العودة من الرحلات كورونا [رابط]
CT20-AR-28_w2	1242421929438478337	 عاجل  اللجنة العليا للتعامل مع  كوفيد [رقم]  تعليق جميع رحلات الطيران الداخلية والدولية من مطارات السلطنة وإليها ابتداء من الساعة الثانية عشر ظهر يوم الأحد الموافق [رقم] مارس [رقم] م ، وتستثنى من ذلك التعليق رحلات محافظة مسندم ورحلات الشحن الجوي  مركز  الأخبار		1	فوض اللجنة العليا التحقيق مع الوفيات[رقم]جدول إقلاع حركة الطيران الداخلية والمحلية من مطارات السلطنة وإليها ابتداء من السا الثانية عشر صباحا يوم الأحد الموافق[رقم]7[رقم]م ، وتستثنى بخصوص ذلك إدارة ارتباط منطقة مسندم بشركة النقل الجوي مركز الأخبار
CT20-AR-03	1223555090566582273	الأردن  سوف يتم التحفظ على الأشخاص الذين تم إجلائهم من مدينة ووهان الصينية ، ولا يوجد أي إصابة مؤكدة بالكورونا    كورونا  الأردن		1	الأردن سوف يتم القبض على الأشخاص ممن جرى نقلهم من مدينة بيون الصينية ، لا يوجد أي خطورة حقيقية بالكورونا كورونا الأردن
CT20-AR-28_w1	1239647501407453186	 وزارة  التعليم تتخذ مزيدا من الإجراءات الاحترازية لمنع تفشي  فيروس  كورونا بعد قرار تعليق الحضور لمقرات العمل  [رابط]		1	إدارة التعليم تتخذ جملة من الخطوات الاحترازية بسبب تفشي أزمة كورونا مع قرار تعليق الحضور لمقرات العمل [رابط]
CT20-AR-28_w1	1240330876745142274	 هام   عاجل    وزارة  الصحة السعودية تعلن تسجيل [رقم] حالة إصابة جديدة ب  فيروس  كورونا الجديد ، ليصبح العدد الكلي [رقم] حالة إصابة مؤكدة بالمملكة حتى هذه اللحظة    [رابط]		1	طلب عاجل وزارة الصحة التونسية تعليق تسجيل[رقم]حالة اصابة شخصين ب فيروس كورونا الجديد ترتفع وترفع العدد الكلي[رقم]حالة إصابة مؤكدة إلى وإلى هذه الآن [رابط]
CT20-AR-28_w1	1240320942527692802	خبر عاجل نصف عدد طلاب العالم منقطعون عن المدرسة بسبب  كوفيد  [رقم]  اليونسكو تدشن تحالفا عالميا للإسراع في تعميم حلول التعلم عن بعد  للمزيد  [رابط]  فيروس  كورونا  فيروس  كورونا  المستجد [رابط]		1	خبر صحفي نصف عدد نجوم العالم منقطعون في المدرسة بسبب الايدز[رقم]مايكروسوفت تدشن تحالفا عالميا للإسراع في تعميم معايير التعلم باستخدام النظم التعليمية [رابط]التهاب كورونا بفيروس كورونا المستجد [رابط]
CT20-AR-29	1236781017853198340	على الرغم من أن قرار  السعودية بتعليق السفر تماما لدول الخليج ودول أخرى عربية يعد قرار غير مسبوق   إلا أن السعودية تخوض معركة أشد ضراوة من  كورونا وهي معركة أسعار النفط حيث أدى عدم توصلها إتفاق مع روسيا لإنهيار اسعار النفط بشكل مسبوق في معركة “ كسر عظم ”		1	على الرغم من أن قرار السعودية بتعليق السفر تماما من الخليج وجهات إسلامية عربية يعتبر قرار غير مسبوق إلا أن السعودية تخوض منافسات أشد ضراوة مع كورونا إيران حول أسعار البنزين حيث أدى عدم توصلها إتفاق من روسيا لإنهيار اسعار النفط بشكل مسبوق في معركة “ كسر عظم ”
CT20-AR-28_w1	1240026022034264070	المملكة تدعو لعقد قمة استثنائية لقادة  مجموعة  العشرين حول  فيروس  كورونا   واس [رابط]		1	باكستان تدعو لعقد مهمة استثنائية لقادة منطقة العشرين لمواجهة فيروس كورونا واس [رابط]
CT20-AR-03	1223712760049086472	 فيروس  كورونا  الجديد رجل مصاب بكورونا ويصور المريض المتوفي امامه بنفس المرض والاطباء ينقلونه يتسأل متى يكون دوره [رابط]		1	[UNK] كورونا الجديد رجل مصاب بكورونا الجديد هو في واصيب بنفس المرض والاطباء ولا يتسأل متى ممكن الشفاء [رابط]
CT20-AR-03	1223546532848422913	خايفة على أهلها   فتاة مصرية ترفض العودة من  الصين رغم انتشار   كورونا  [رابط] [رابط]		1	خايفة يقطع رأسي فتاة مصرية ترفض الطيران الى الصين جراء انتشار كورونا [رابط][رابط]
CT20-AR-03	1224090113350594560	أكثر من [رقم] مليون شخص معزولون في الصين بسبب  فيروس  كورونا ، وإيطاليا تعلن عن عزل شيفرته الوراثية ما بدا بصيص أمل  التلفزيون  العربي [رابط]		1	أكثر عددا[رقم]مليون شخص معزولون في أوربا بسبب فيروس كورونا النادر وإيطاليا تكشف قرب استخراج شيفرته الوراثية ما بدا أنها بار التلفزيون العلاج [رابط]
CT20-AR-28_w1	1239653737171468290	هل تعلم  يستطيع  فيروس  كورونا أن يعيش في المناخ الرطب والحار على السواء  وقد انتشر بالفعل في بلدان ذات مناخ حار وأخرى ذات مناخ بارد وجاف  اتبع احتياطات الوقاية أينما تعيش ومهما كان المناخ  موارد معلومات عن  COVID[رقم]  [رابط] [رابط]		1	هل تعلم يستطيع فيروس كورونا عندنا يعيش في مناخ الرطب والحار على السواء وقد يتواجد خصوصا في بلدان ذات مناخ حار ودول ذات مناخ بارد ، اتبع سبل الوقاية أينما كانت أيا كان محيط موارد معلومات عن COVID[رقم][رابط][رابط]
CT20-AR-28_w2	1242763183212937219	 كورونا  فيروس إصابة ولي العهد البريطاني الامير تشارلز		1	كورونا تؤكد إصابة ولي الملوك البريطاني ولي تشارلز
CT20-AR-03	1223878972401840129	ب [رقم] أيام فقط   الصين تنتهي من بناء مستشفى لعلاج المصابين ب  فيروس  كورونا في مدينة  ووهان وسط  الصين حيث يبدأ بتقديم خدماته غدا الاثنين [رابط]		1	[رابط][رقم]أيام ، الصين تنتهي من وضع مخيم للعلاج المصاب ب فيروس كورونا في ضاحية ووهان وسط غرب حيث يبدأ بتقديم خدماته غدا الاحد [رابط]
CT20-AR-28_w1	1239684214943072256	مقال صحفي باللغة الفرنسية بعنوان    فيروس  كورونا يخاف من النقاب  يقول  لا خوف على المنتقبات لأنهن الأقل عرضة ل  كورونا فهن لا يتبادلن القبل للتحية ولا يصافحن بالأيدي ولا بالأحضان ، وفي الحقيقة هذه هي الثلاث نصائح التي أطلقها المختصون للتحكم في انتشار العدوى [رابط]		1	مقال صحفي للكاتبة الانكليزية بعنوان فيروس كورونا الجديد من النقاب يقول لا خوف ، المسلمين هم الأقل عرضة ل كورونا ، لا يتبادلن القبل للتحية أو يصافحن بالأيدي ولا الأسنان ، وفي الحقيقة هذه فقط الثلاث نصائح التي أطلقها المختصون للتحكم في انتشار العدوى [رابط]
CT20-AR-28_w2	1242063137689518085	 ايران تحت الحصار الاقتصادي الامركي منذ [رقم] ، دفع الايراني الكثير ثمن مواقفه بوجه القوة الامريكية  اليوم يواجه الشعب الايراني وباء  الكورونا وحيدا ، حتى المساعدات التي خصصت له فرضت الشيطان الاكبر عقوبات لتتأكد انها لن تصل   أميركا تقتل الشعب الايراني  اين انسانيتكم وشعاراتكم  [رابط]		1	ايران تراقب الاحتلال الاقتصادي الامركي و[رقم]، دفع الايراني الكثير ثمن مواقفه ونتيجة الضغوطات الامريكية اليوم تترك الشعب الإيراني وباء الكورونا وحيدا ، وما المساعدات التي خصصت لشعب فرضت الشيطان الاكبر عقوبات لتتأكد بانهم لن تعود بالمجان الى الشعب الايراني اين انسانيتكم وشعاراتكم [رابط]
CT20-AR-28_w2	1242929281598205952	للحد من تفشي فيروس  كورونا   السلطات السودانية تقرر الإفراج الشرطي عن [رقم] سجينا لديها ، ضمن حزمة الإجراءات الحكومية لمواجهة الوباء العالمي برأيك هل تفرج  مصر عن سجنائها  [رابط]		1	للحد من تفشي فيروس الملاريا المؤسسة السودانية تقرر الاستغناء فورا عن[رقم]سجينا الاقتصادي ، ضمن حزمة الإجراءات الحكومية عقب الاتفاق الأوروبي برأيك هل تخلت مصر عن أي [رابط]
CT20-AR-28_w2	1242867945082060802	لاستقدام مواد طبية لمكافحة  فيروس  كورونا  المستجد   إحدى طائرات سلاح الجو السلطاني العماني تتوجه إلى  الصين [رابط] [رابط]		1	لاستقدام مواد سريعة لمقاومة المرض كورونا المستجد إحدى طائرات سلاح البر السلطاني السلطان تتوجه الي الصين [رابط][رابط]
CT20-AR-29	1236086541178605573	اولا منعوا البدون من دخول السعوديه اليوم القرار شمل حتى المواطن الكويتي   يامبدل الاحوال  كورونا  الكويت		1	اولا منعوا البدون عند دخولهم السعوديه اليوم القرار شمل حتى المواطن البسيط وغير السعودي با الكويت
CT20-AR-03	1224048384752963584	برج خليفة  العالمي  في دبي   اللؤلؤة العربية يرتدي العلم الصيني الأحمر ، ويكتب   تشجعي ووهان  ، في تضامن إنساني غير مسبوق ، مع المدينة المبتلاة بفايروس  كورونا ومع الشعب الصيني [رابط]		1	برج خليفة العالمي في دبي اللؤلؤة العربية رفع العلم الإماراتي الأحمر في ويكتب إلى الشاشة العملاقة في تضامن إنساني وغير مسبوق تاريخيا مع المدينة المهددة بفايروس كورونا ومع المواطن الصيني [رابط]
CT20-AR-29	1236388713124573186	قتل أكثر من [رقم] وأصاب [رقم] آخرين من القيادات والمسؤولين وأعضاء مجلس النواب   فيروس  كورونا يجتاح  إيران ويضرب بعنف في جميع أرجاء البلاد ليقتل العشرات ويصيب المئات الذين أصبحوا يتساقطون صرعى في الشوارع [رابط]		1	لا أكثر من[رقم]2[رقم]لعدد من القيادات الاجتماعية وأعضاء السادة النواب فيروس كورونا يجتاح إيران بين المواطنين في جميع أرجاء البلاد يقتل العشرات ويصيب الباقين الذين سقط منهم صرعى بين الشوارع [رابط]
CT20-AR-28_w2	1242938102836006914	 كورونا  فيروس  ترامب يعلن حالة الطوارئ في ثلاث ولايات كبرى ، ونائب حاكم  تكساس يعتبر أن على المسنين التضحية من أجل الاقتصاد   الوجه البشع للنيولبرالية		1	كورونا فيروس ترامب يعلن حاله الطوارئ في عشرة ولايات كبرى ، ونائب محافظ تكساس يعتبر الدولار أولوية المسنين الحذر من حمى الاقتصاد الصخري البشع ؛
CT20-AR-28_w1	1240405689660514306	ارتفاع عدد حالات الشفاء من فيروس  كورونا في  لبنان الى [رقم] ، وهي حالة كانت مصنفة حرجة لمسن إيراني في العقد الثامن من العمر كان في زيارة لابنته في احدى بلدات  بعلبك		1	تضخم عدد حالات الاشتباه من حمى كورونا في لبنان الى[رقم]، وهي حالة ، مصنفة عادية لمسن إيراني يبلغ العقد الثالث ، أمره كان في طريقه لابنته في احدى بلدات بعلبك
CT20-AR-28_w2	1242885364165083137	[رقم] حالات كورونا ترجح الفحوصات شفاءها في  الأردن – الناطق باسم لجنة الأوبئة نذير عبيدات للمملكة  عاجل  الأردن  فيروس  كورونا		1	[رقم]أزمة كورونا أظهرت الفحوصات شفاءها في الأردن تقرير الناطق بإسم لجنة الأوبئة نذير عبيدات للمملكة حالة الأردن مصاب B
CT20-AR-28_w2	1242878425628622849	نقلا عن  Mtvirus  مرافقان للنائب سامي الجميل ثبتت اصابتهما ب  فيروس  كورونا وهما عنصرين من قوى الأمن الداخلي   وأحد العنصرين على صلة قرابة بمصابة بالفيروس في مستشفى سيدة المعونات في جبيل		1	المسؤول عن Mtvirus بالنسبة للأخ سامي فتفت تبين اصابتهما ب فيروس كورونا وهما عنصرين من قوى الأمن مع هذين العنصرين على صلة قرابة وأصيب بالفيروس في كنيسة سيدة يوسف في جبيل
