topic_id	tweet_id	tweet_text	claim	claim_worthiness	WE_text
CT20-AR-02	1221758047510581248	كلام في غاية الخطورة يوضحه القائد العميد  محمد الجمرة في جبهة  نهم ويؤكد بأن أطقم ومدرعات الحوثيين تتنقل بأرتال طويلة والطيران يحلق فوقها ولا يستهدفها وكأنه يوفر لها الحماية  [رابط]		1	واقع وفي غاية الخطورة يوضحه القائد العميد عمر الجمرة محور جبهة الحديدة ويؤكد بأن أطقم ومدرعات الحوثيين تتنقل وبصورة واضحة والجيش يحلق فوقها ولا يستهدفها ولا يوفر نقاط الحماية [رابط]
CT20-AR-02	1221492671136653312	مأرب  الحوثيون يسيطرون على أجزاء مهمة من مديرية مجزر شمال غرب المحافظة النفطية  سيطرة الحوثيين في مجزر شملت مدينة براقش التاريخية ، ومنطقة الصفراء ذات الأهمية العسكرية والتي تقع في الحدود الأدارية لمحافظتي مأرب والجوف   اليمن		1	مأرب الحوثيون يسيطرون على اقسام مهمة من عزلة مجزر شمال غرب المحافظة النفطية سيطرة واسعة في مجزر شملت منطقة براقش العنان ، ومنطقة الصفراء ذات الحساسية العسكرية حيث تقع على الحدود الأدارية لمحافظتي ظفار و اليمن
CT20-AR-02	1221854055191937025	بعد اعتقال رئيس الجامعة د  حميد عقلان الحوثيون يعينون الهاشمي السلالي عادل المتوكل  رئيسا لجامعة العلوم والتكنولوجيا  انتهاك		1	بعد اعتقال رئاسة الجامعة اليمنية حميد عقلان الحوثيون يعينون اللواء السلالي طارق عسكر محافظا لجامعة المعلومات والتكنولوجيا انتهاك
CT20-AR-02	1221770295645630466	قال إن صبر الحكومة على ممارسات الحوثيين لن يطول   وزير الإعلام في الحكومة اليمنية معمر الإرياني   التصعيد العسكري من قبل مرتزقة ايران  المليشيا الحوثية  في عدد من الجبهات هو نتيجة لغض الطرف وعدم التعامل الجدي والحازم مع جرائمهم وانتهاكاتهم الارهابية بحق أبناء شعبنا اليمني 		1	يقول إن صبر الحكومة من ممارسات الحوثيين لن يدوم قال الإعلام في الحكومة اليمنية معمر الإرياني الانتشار العسكري من قبل مرتزقة ايران المليشيا الانقلابية في عدد من الجبهات هو إعلان لغض الطرف ورفض التعامل الجدي والحازم مع جرائمهم وانتهاكاتهم المستمرة من أبناء شعبنا اليمني
CT20-AR-02	1222098470305239040	الحوثيون يسيطرون علا مديريه الغيل بالكامل		1	الحوثيون يتنافسون علا مديريه نهم وغيرها
CT20-AR-02	1222058722949836800	التفاهم بين الاصلاح والحوثيين انتهى لانه الحوثيين استولوا على ماتبقى من ممتلكات للاصلاح واخرها مستشفى العلوم والتكنولوجيا واراضي كثيره امس استلوا عليها  وعاد محمد البخيتي بيسأل ليش الاصلاح نكث بالوعود 		1	التفاهم بين الحزب والحوثيين انتهى اليوم الحوثيين يسيطرون على ماتبقى من مبنى للاصلاح وفيه مستشفى العلوم الادارية واراضي كثيره امس فتحت صنعاء وعاد احمد اليماني بيسأل ليش الاصلاح نكث بالوعود
CT20-AR-02	1221643334457929731	الحوثين يقولون ولم ينف الإصلاح  قررنا ان نحارب في صف الإصلاح ضد طارق صالح اذا قرر اجتياح تعز ، السؤال  بما أن الحوثيين والإصلاحيين متفقين في تعز كما في بقية الجبهات ، لماذا يحاصرون المحافظة كل هذا الوقت ويضاعفون معاناة السكان بلا هدف عسكري سوى تجارة الحرب والتكسب الشخصي منها		1	الحوثين يقولون ولم ينف الإصلاح قررنا ان نحارب في صف واحد ضد طارق صالح اذا قرر اجتياح تعز ، السؤال بما فيه الجمهوري والإصلاحيين حلفاء في تعز كما في بقية الجبهات ، لماذا يحاصرون المحافظة كل ذلك الوقت ويضاعفون معاناة السكان بلا هدف محدد سوى صيد المال والتحالف الشخصي لماذا
CT20-AR-02	1221482060117876738	 صنعاء قتيل واحد و [رقم] جرحى الى الآن بسبب فشل الحوثيين بإطلاق صاروخ باليستي من شمال غرب العاصمة  صنعاء قبيل مغرب هذا اليوم بقليل على محافظة  مأرب أو  الجوف نظرا لحجم الصاروخ الذي لا يتوقع منه تجاوز أكثر من هذه المسافة لاكن انفجارا شديد عقب محاولة الإطلاق والتي لا يستبعد		1	صنعاء بين قتيل و[رقم]مستمرة الى الآن بسبب قصف الحوثيين باطلاق صاروخ باليستي أقصى شمال غرب العاصمة مشهد قبيل مغرب أول اليوم بقليل على محافظة مأرب أو الجوف وفقا لحجم إطلاقه الذي لا يتوقع منه تجاوز أكثر من كامل المسافة لاكن انفجارا شديد عقب نجاح الإطلاق والتي لا يستبعد
CT20-AR-02	1221746862379732992	الحوثيون ينتقمون من المناطق السكنية وعدد من الشهداء في عدة مناطق آخرها قبل قليل في الضباب شهيدين وعدة جرحى   تعز		1	الحوثيون يأتون من المناطق الغربية بالمئات من الشهداء في عدة مناطق آخرها مت قليل قبل الحسم العسكري وعدة جرحى تعز
CT20-AR-02	1221868949706608641	أسبوع يلفه الغموض الحوثيون إلى اليوم لم يتجرأو نقل حقيقة المعركة او المحرقة في  نهم  الان بينما قنوات ومواقع إخبارية تتحدث عن تراجع في بعض المواقع لقوات الجيش الوطني استقبلت مستشفى ذمار العام في هذا الاسبوع أكثر [رقم] جثة من قتلاها في جبهة  نهم و  الجوف و  قانية		1	أسبوع فقط الدخان الحوثيون إلى اليوم لم يتجرأو نقل صورة المعركة او التشكيك في الحوثي التي بدأت قنوات ومواقع إخبارية تتحدث عن تراجع في جميع المواقع لقوات الجيش الأحمر استقبلت مستشفى ذمار العام في هذا العدد أكثر[رقم]العشرات من قتلى بحرب جبهة نهم و الجوف و مأرب
CT20-AR-02	1221784560070987776	بعد مرور خمس سنوات من انطلاق مايسمى بالتحالف العربي لإنقاذ اليمن ودعم الشرعية اليمنية يقوم التحالف بتحرير المحرر وقد بدأ بتحرير عدن من الشرعية عبر مليشيات الإنتقالي التابعه له بدعم وتمويل وإشراف إماراتي هاهو اليوم التحالف نفسه وعبر مليشياته الحوثيين يقود تحرير مأرب والجوف 		1	بعد مرور 4 سنوات من انطلاق مايسمى بالتحالف للقضاء على اليمن ودعم الشرعية اليمنية يقوم التحالف بتحرير المحرر وكما بدأ بتحرير عدن من الشرعية عبر قوات الإنتقالي موالية له بدعم وتمويل وإشراف إيراني هاهو اليوم التحالف العربي وعبر مليشياته المرتزقة يقود تحرير صنعاء والجوف
CT20-AR-02	1221419019091181568	 عاجل طيران تحالف الشر يشن [رقم] غاره حتى الآن على منطقة العقبه في مديرية خب والشعف بمحافظة الجوف  يعلم الله فوق من الحوثيين او الشرعية او المدنيين او منوعات  قبحتم   		1	عاجل من تحالف التحالف يشن[رقم]عاصفة قوية الآن على منطقة سكنية في مديرية خراب والشعف محافظة الجوف يعلم الله فوق مطالب الحوثيين غير الشرعية او المدنيين أو حتى قبحتم
CT20-AR-02	1222054043197091840	عاجل  وكالة الأنباء الفرنسية  الحوثيون سيطروا على مفصل طرق استراتيجي يربط بين محافظتي مأرب وصنعاء		1	ونقلت وكالة الأنباء الفرنسية المسلحين سيطروا على أنبوب نفطي استراتيجي يربط بين محافظتي مأرب ؟
CT20-AR-02	1222264492194660353	 صنعاء  الحوثيين الاغبياء يفشلون في اطلاق صاروخ باليستي مما ادى لنفجاره وتدمير قاعدة الصواريخ وهلاك عشرات الحوثيين وفنيين ايرانيين الحمدلله الذي جعل هلاكهم بأيديهم		1	صنعاء الطغاة الاغبياء يفشلون في غارة بصاروخ باليستي مما ادى لنفجاره وتدمير قاعدة الصواريخ وهلاك وتعطيل الالاف وفنيين العالم الحمدلله مان جمع لنا نصرا
CT20-AR-02	1222160651243741184	صادق دويد  الجسر الجوي لنقل المرضى من  مطار  صنعاء الدولي للعلاج في الاردن ومصر ، خطوة جيدة للتخفيف من معاناة المدنيين من أبناء شعبنا ، وحتى لايضل الحوثيون يزايدون باطلا باسم المرضى  نأمل أن تتيح الآلية الفرصة للمدنيين للعلاج ، وأن لا تستحوذ عليها عناصر الحوثي مثل المساعدات الانسانية  [رابط]		1	صادق دويد الاسعاف الجوي لنقل المسافرين من مطار صنعاء الدولي للعلاج الى الاردن عمان ، خطوة جيدة للتخفيف من معاناة المدنيين من أبناء شعبنا ، وحتى لايضل الحوثيون الحديث أيضا باسم المرضى نأمل أن تتيح الآلية الفرصة للمحتاجين للعلاج فقط وأن لا يسيطر عليها الميليشيا الحوثي مثل المساعدات الانسانية [رابط]
CT20-AR-02	1221838886525132801	تحالف السعودية قصف الجيش اليمني بصاروخ في مارب وعمل ترويج اعلام انه صاروخ من الحوثيين وحشد في نهم لتغير غضب اليمنيين وتغيب اثار ودواعي قصف الجيش وسيتخذ قرار عودة القوات العسكرية المرابطة في ابين جنوب اليمن الى مارب وإعادة نفوذ الامارات جنوبا  Yemen  Zakria  abduction  anniversar		1	تحالف السعودية قصف الجامع الجمهوري بصاروخ في مارب وعمل ترويج اعلام انه كان من الحوثيين على شارع نهم لتغير غضب اليمنيين وتغيب اثار ودواعي قصف الجيش وسيتخذ خطوات عودة القوات العسكرية الموجودة في ابين جنوب البلاد الى قواعدها وإعادة نفوذ الامارات جنوبا Yemen 2018 abduction anniversar
CT20-AR-02	1221420012583497728	 فرضة  نهم  الحوثيين يقولون ويدعون ويصرخون وينشرون فيدوهاتهم بأنهم باتوا في وسطها يرقصون ويهللون ، ، هم يقولوا هذا بعشرات الفيديوهات الجديدة ، ، فأخبرونا انتم بحق الله ، ، وبحق الشعب وبحق التضحيات وقولوا لنا ياشرعجية الفشل وجيش الفساد   قولوا لنا اليوم ، ،  اين  انتم 		1	لان نهم الحوثيين يتساءلون ويدعون ويصرخون وينشرون فيدوهاتهم بأنهم باتوا كال وسطها يرقصون ويهللون ، ، هم يقولوا هذا بعشرات المسميات الجديدة ، ، فأخبرونا انتم بحق القران ، ، وبحق الشعب و الارض وقولوا لنا ياشرعجية السوء وجيش الفساد تقول لنا اليوم ، ، اين كنتم
CT20-AR-02	1221451756934254592	عاجل  مصادر عسكرية يمنية  اشتباكات بين  الحوثيين والجيش اليمني على بعد [رقم] كم من مركز محافظة الجوف شرق  اليمن		1	ونقلت مصادر قبلية يمنية اشتباكات بين الحوثيين والجيش اليمني بثلاثة محاور[رقم]عبدالعزيز من مركز محافظة الرفيعة شرق بريدة
CT20-AR-02	1222262645526495234	عاجل  انفجار صاروخ باليستي على  الحوثيين في  صنعاء بعد محاولة فاشله لإطلاقه على  السعودية مما تسبب في هلاك العشرات من الحوثيين من بينهم مهندسين اجانب		1	عاجل انفجار صاروخ من على ارض بمطار الحديدة بعد محاولة فاشله لإطلاقه على السعودية مما سبب في وسقوط العشرات من القتلى والباقي دون مهندسين اجانب
CT20-AR-02	1222054285481009152	عاجل  وكالة الأنباء الفرنسية  الحوثيون يسعون لمحاصرة  الحزم  عاصمة الجوف من المحورين الغربي والشمالي		1	عاجل صحيفة الاخبار الفرنسية الحوثيون يخططون لمحاصرة الحزم عاصمة الجوف من المشروع الثقافي والقانوني
CT20-AR-02	1222035237317816320	فتاة اليوم في  نهم تقتل ثلاثة مجرمين من الحوثة بعد أن قتلوا والدتها أمام أعينها ، ثم رمى باقي اشباه الرجال من الحوثة عليها أكثر من [رقم] رصاصة وارتقت شهيدة بإذن الله  واقعة تحكي غدر وعدم مروءة الحوثة  وتحكي رفض نساء اليمن قبل رجالها لهذه العصابة الإنقلابية  فرحمة الله تغشاهما 		1	فتاة اليوم مدينة نهم تقتل بأيدي مجرمين من القتلة يقولون بان قتلوا امرأة فتحت أعينها ليلة ثم رمى باقي اشباه الرجال من الحوثيين عليها قذيفة من[رقم]ا وارتقت رصاصة بإذن الله تحمل من فساد وعدم مروءة الحوثة وتحكي رفض ورفض اليمن قبل العالم لتلك العصابة الاجرامية ونسأل الله تغشاهما
CT20-AR-02	1222193285130792960	الخارجية الأمريكية  على الحوثيين وقف هجماتهم على السعودية الآن تحرك الضمير الأمريكي  منذ خمس سنوات وأخوتنا هناك يذبحون ولم يهتز شارب أي عربي ثم أليست هذه  السعودية العظمى    هل فقدت قدرتها على الدفاع عن نفسها  أقول لإخوتنا اليمنيين  أضربوا رأس هذه البقرة الحلوب وأنتفوا لحاهم النتنة		1	الضربة الأمريكية على الحوثيين وقف هجماتهم بالصواريخ السعودية كيف تحرك الضمير السعودي من خمس سنوات وأخوتنا هناك يقتلون ولم يهتز شارب أي منهم ثم أليست تلك السعودية العظمى كيف فقدت قدرتها على الدفاع عن نفسها أقول لإخوتنا اليمنيين أضربوا رأس هذه الدولة الحلوب وأنتفوا لحاهم النتنة
CT20-AR-02	1222268961514979335	عاجل  انفجارات تهز العاصمة صنعاء ، ومصادر يمنية تؤكد انفجار صاروخ بالستي بعد محاولة المليشيات إطلاقه على  السعودية ، وسط هلاك الكثير من الحوثيين بينهم خبراء من إيران  [رابط]		1	في اشتباكات في حي صنعاء ، ومصادر يمنية تؤكد وجود صاروخ سكود بعد محاولة المليشيات إطلاقه على السعودية خاصة وأن انشقاق الكثير من الحوثيين بينهم مقرب من إيران [رابط]
CT20-AR-02	1222267491520520197	مصرع العديد من عناصر مليشيا التمرد والإرهاب الحوثية وآخرهم المدعو محسن مانع كبير الحوثة في الغيل بمحافظة الجوف 		1	مقتل 7 من عناصر حركة التمرد والإرهاب الإرهابية وآخرهم المدعو محسن مانع كبير الحوثة لقائد الميليشيات في الجوف
CT20-AR-02	1221827572897603586	 اليمن — السفير البريطاني  لا بد من الضغط على الحوثيين والأطراف الأخرى لتقديم تنازلات		1	اليمن لندن اليمن البريطاني لا بد من الضغط على الرئيس والأطراف المعنية لتقديم [رابط]
CT20-AR-02	1222185609869111296	امين العكيمي محافظ الجوف التابع للشرعية اليمنية مجتمع مع الحوثة المجوس   هذا الاجتماع تم بعد تسليم مفرق الجوف للحوثه من قبل قوات الشرعية الاخوانية   الشرعية اليمنية خاائنة غادرة  [رابط]		1	نائب رئيس مفتي مأرب التابع للشرعية ملتقى مجتمع لمحاربة الحوثة المجوس ان الاجتماع تم بعد تسليم مفرق الجوف للحوثه من قبل دول الشرعية اختراق الشرعية اليمنية خيانة غادرة [رابط]
CT20-AR-02	1221397976431693824	بلغني الان ان قوات الأحمر استعادة حزم الجوف أمس من الحوثيين لكن الحوثيين عادوا ومحاصرين قوات الأحمر بالحزم الان ويطالبونهم بالتسليم لحقن الدماء يعلم الله اني انقل لكم الاخبار كما هي نرجوا التحالف من تدارك الوضع قبل أن تسلم القوات والاسلحه للحوثي  الجوف  الان		1	بلغني الان قصف أسرة الأحمر استعادة لها الأح أمس من الحوثيين لكن الحوثيين عادوا ومحاصرين قوات الملك بالحزم الان ويطالبونهم بالتدخل لحقن الدماء يعلم الجميع سوف انقل لكم الاخبار كما هي نرجوا التحالف من متابعة الوضع بعد أن تسلم القوات والاسلحه للحوثي الجوف الان
CT20-AR-02	1222194662070464512	الامارات تحارب بالنيابة عن الحوثي وانسحاب الحوثيين من الجنوب هو باتفاق مع الحوثين وتنسيق حيث شرط الحوثيون وصول السلاح لهم من ميناء عدن وضرب رجال المقاومة وسجنهم وقد حصل لهم ذلك وزيادة بل تم قتل العلماء والشيوخ  احمد  الميسري  صوت  الشعب		1	الامارات تحارب وتتحدث عن اليمنيين وانسحاب الحوثيين نحو الجنوب هو باتفاق مع الحوثين وتنسيق حيث نفى الحوثيون وصول السلاح لهم من ميناء خميس واخراج رجال المقاومة وسجنهم وقد تبين العكس ذلك وزيادة بل تم احتجاز الشباب والشيوخ احمد الميسري صوت الشعب
CT20-AR-02	1221750698766950400	مسؤول يمني  أسلحة إيرانية وصلت إلى الحوثيين عبر ميناء الحديدة [رابط]		1	مسؤول نقل أسلحة ومعدات إماراتية إلى الحوثيين داخل ميناء الحديدة [رابط]
CT20-AR-02	1221358593976475653	 الضالع الوية القوات الجنوبيه والمقاومة الشعبيه الجنوبيه التابعه للمجلس الانتقالي تحرز تقدم نوعي شمال قعطبة مع تحرير معس ر الحساحس اخر معقل الحوثيين بينما الاخوان المسلمين يسلمون اسلحة التحالف للحوثيين ويطلبون من المجلس تسلم الاسلحة الذي تحطمت احلام ايران على يد قوات الانتقالي		1	الضالع الوية القوات الجنوبيه والمقاومة الشعبيه الجنوبيه التابعه الى الانتقالي تحرز تصد نوعي شمال قعطبة و احتلاله نقطة ر الحساحس اخر بؤر الحوثيين بينما الاخوان المسلمين يقدمون اسلحة التحالف للحوثيين ويطلبون من المجلس تسلم التراب الذي تحطمت عليه ايران على يد قوات الامارات
CT20-AR-02	1221564755065876480	ضحى باربعه من ابنائه وهزم الحوثيين في معارك كثيره ابرز قيادات الجيش يتوجه الى نهم ليقود المواجهات ضد المليشيات اوضحت مصادر ان قيادة الجيش الوطني اوكلت الى العميد مفرح بحيح و العميد عبدالله ابوحاتم ادارة المعارك في جبهة نهم والجوف   نهم  تنتصر  جيشنا  الوطني  عزنا  لاحوثي  بعد  اليوم [رابط]		1	ضحى بمئات من ابنائه وهزم الحوثيين في معارك كثيره ابرز قيادات الحوثي يتوجه الى مأرب ليقود المواجهات وهزيمة المليشيات اوضحت مصادر ان قيادة الحرس الوطني حملت الى العميد عبده بحيح و العميد عبدالرحمن ابوحاتم ادارة المعارك من جبهة نهم لان نهم تنتصر جيشنا الوطني عزنا لاحوثي بعد اليوم [رابط]
CT20-AR-02	1221422106220601344	من قادة الحوثيين الذين قتلوا [رقم]  العميد  عصام عبد الهادي السقاف [رقم]  يحيى احمد السراجي [رقم]  علي حسين الكبسي [رقم]  أسامة أحمد محمد عبدالخالق الكبسي [رقم]  علي محمد محمد عبدالخالق الكبسي [رقم]  حمد يحي محمد عبدالخالق الكبسي  [رقم]  بكيل صالح الضميري من أبناء مديرية حيدان [رقم]  حسين يحيى الطلاني		1	من أطفال الحرب الذين قتلوا[رقم]العميد عصام عصام الهادي إيطاليا[رقم]ناجي احمد الزيد[رقم]يحيى عيسى الكبسي[رقم]الشاعر قاسم محمد عبدالخالق الكبسي[رقم]علي محمد محمد الجابر [رابط][رقم]حمد احمد محمد عبدالخالق الإسماعيلية[رقم]بكيل أبو صالح من أبناء مديرية الحزم[رقم]حسين عبدالله العيسى
CT20-AR-02	1222175440997056513	وزير الخارجية الأميركي يطالب الحوثيين وقف هجماتهم على السعودية    السعودية  الحوثيين  أمريكا		1	وزير الخارجية السعودي يدعو الحوثيين وقف هجماتهم على السعودية ومحاكمة الحوثيين ”
CT20-AR-02	1221381137718763521	[رقم]  الخطأ الفادح التي غفلت عنه الشرعية يتسائل المواطن اليمني هل فعلا لهذا الطرح قيمة   أقول له نعم بل و  يجب التركيز وإعادة النظر بصورة عاجلة  إن بقاء شبكات الإتصالات بيد الحوثيين والذي هو أحد أهم ركائز الإقتصاد والأمن بيد الحوثيين عامل خطير قد يؤدي لتقويض الشرعية		1	[رقم]الخطأ الفادح التي تعجز عنه الشرعية يتسائل المواطن اليمني هل فعلا للتح الطرح قيمة أقول له نعم بل و علينا التركيز وإعادة التفكير فيها عاجلة إن سقوط شبكات الإتصالات بيد الشرطة والذي هو أحد أهم عناصر الإقتصاد والأمن حتى الحكومة عامل خطير قد يؤدي لتقويض الشرعية
CT20-AR-02	1221488622014210050	كل الأنبا التي تقول ان الحوثي سيطر على مفرق الجوف كاذبة والله العظيم ان الجيش الوطني موجود الآن في مفرق الجوف والفرضة جهة الميمنة وكل مافي الآمر ان الحوثي مازال يرسل انتحارية من جهة حريب  نهم وميسرة الفرضة ومن نزل من الحوثة يتم إرسالة ليأكل تفاح		1	الحك الأنبا اللي تقول ان الاصلاح سيطر على مفرق الجوف كاذبة والله العظيم ان الحرس الوطني موجود الآن في كل الجوف وبالذات جهة الميمنة وكل مافي الآمر ان الحوثي مازال يات انتحارية إلى جهة حريب نهم الى الفرضة ومن نزل من الحوثة يجب إرسالة ليأكل تفاح
CT20-AR-02	1221896889370652672	بعد أيام من انحسار الشرعية عسكريا في مأرب والجوف   السعودية تعلن إطلاق جسر جوي لنقل جرحى الحوثيين للعلاج في الأردن ومصر بالتعاون مع منظمة الصحة العالمية معتبرة ذلك مساندة للشعب اليمني  يأتي هذا بعد زيارة جريفيث أيضا لصنعاء  والذين لازالوا مؤملين على السعودية تنصرهم يفهموها بوضوح 		1	وبعد شهر من انحسار الشرعية عسكريا في مأرب والجوف قطر تعلن إطلاق تحالف إنساني لنقل جرحى الحوثيين للعلاج إلي الأردن ومصر بالتعاون مع منظمة الصحة العالمية معتبرة أنها مساندة للشعب اليمن يأتي هذا بعد زيارة جريفيث أيضا لصنعاء والذين لازالوا مؤملين عليها أن تنصرهم يفهموها بوضوح
CT20-AR-02	1221471053916135430	فتح التحالف جبهة شرق  صنعاء بهدف الضغط على  الحوثيين لم تستمر أيام حتى سجل  الحوثيون انتصارا ساحقا على التحالف وكل قواته التي اعتمد عليها  والحين لا مجال للتصعيد والخيار العسكري الحوار والحل السياسي هو الخيار الأوحد   السعودية		1	فتح السعوديون جبهة شرق صنعاء بهدف الضغط على اليمن لم تستمر أيام كثيرة سجل صالح هدفا ساحقا على التحالف السعودي الخيارات الأخرى اعتمد عليها والحين فلا مجال للتصعيد والخيار العسكري الحوار والحل السياسي هو الحل الأوحد السعودية
