topic_id	tweet_id	tweet_text	claim	claim_worthiness	Gen_text
CT20-AR-03	1223612671553044480	عدد المصابين ارتفع إلى نحو [رقم] ألفا ما يتجاوز إصابات فيروس  سارس  عامي [رقم] و [رقم]  فيروس  كورونا  اندبندنت  عربية  تغنيك		1	عدد المصابين ارتفع إلى نحو [رقم] ألفا ما يتجاوز إصابات فيروس سارس عامي [رقم] و [رقم] فيروس كورونا اندبندنت عربية تغنيك عن زيارة الطبيب.
CT20-AR-28_w1	1240213416876412928	لأول مرة يشهد شارع السلطان قابوس انخفاض ملحوظ للحركة في فترة ذروته ، سابقا كان الخط يظهر في خرائط جوجل باللون الأحمر  هذا يدل على وعي وتجاوب مختلف فئات المجتمع بقرارات اللجنة العليا للتعامل مع  كوفيد [رقم] أتمنى أن يستمر هذا التجاوب و  يارب  ارفع  عنا  البلاء  عمان  تواجه  كورونا [رابط]		1	لأول مرة يشهد شارع السلطان قابوس انخفاض ملحوظ للحركة في فترة ذروته ، سابقا كان الخط يظهر في خرائط جوجل باللون الأحمر هذا يدل على وعي وتجاوب مختلف فئات المجتمع بقرارات اللجنة العليا للتعامل مع كوفيد [رقم] أتمنى أن يستمر هذا التجاوب و يارب ارفع عنا البلاء عمان تواجه كورونا [رابط]
CT20-AR-29	1236406915955122176	 عاجل   البحرين تدعو القادمين من  مصر وإيطاليا وكوريا الجنوبية ولبنان لعزل أنفسهم أسبوعين بسبب  كورونا [رابط]		1	عاجل البحرين تدعو القادمين من مصر وإيطاليا وكوريا الجنوبية ولبنان لعزل أنفسهم أسبوعين بسبب كورونا [رابط] [رابطiArabic - Twitter : [مستخدم]
CT20-AR-28_w2	1243112726085259264	وزارة الصحة  تسجيل [رقم] إصابات جديدة بمرض فيروس كورونا ، و [رقم] حالة تماثلت للشفاء  كوفيد [رقم]  عمان  تواجه  كورونا [رابط]		1	وزارة الصحة تسجيل [رقم] إصابات جديدة بمرض فيروس كورونا ، و [رقم] حالة تماثلت للشفاء كوفيد [رقم] عمان تواجه كورونا [رابط] وزارة الصحة الأردنية تعلن عن فتح تحقيق في حادثة البحر الميتأعلنت وزيرة الدولة لشؤون الإعلام الناطق الرسمي باسم الحكومة جمانة غنيمات ارتفاع عدد وفيات الحالة الجوية السائدة الى 9 وفيات.وقالت غنيمات - في بيان اليوم الخميس - ان وزيرة الدولة لشئون الإعلام تبلغت صباح اليوم بوجود حالة وفاة نتيجة إنفلونزا الخنازير H1N1 ( اتش 1 ان 1 ) في محافظة الزرقاء.وأضافت انه تم تحويل الحالة الصحية لجميع الحالات إلى مستشفى الشونة الجنوبية الحكومي وحالة المصابين العامة متوسطة.تتم مراجعة كافة التعليقات ، وتنشر في حال الموافقة عليها فقط ، ويحتفظ موقع'القلعة نيوز'بحق حذف أي تعليق في أي وقت ، ولأي سبب كان ، ولن ينشر أي تعليق يتضمن اساءة أو خروجا عن الموضوع المطروح ، علما ان التعليقات تعبر عن أصحابها فقط.الرئيسية تصفح النسخة الورقية العدد الورقي المحليات أخبار المناطق الدولية الاقتصاد دنيا الرياضة الثقافة الفن خزامى مقالات اليوم الرأي الكاريكاتير
CT20-AR-03	1223244642076020736	وزير التجارة الأميركي ويلبر روس ، يقول إن تفشي فيروس  كورونا الجديد في  الصين سيفيد الاقتصاد الأميركي من خلال عودة الاستثمارات ومغادرة الشركات لبكين [رابط]		1	وزير التجارة الأميركي ويلبر روس ، يقول إن تفشي فيروس كورونا الجديد في الصين سيفيد الاقتصاد الأميركي من خلال عودة الاستثمارات ومغادرة الشركات لبكين [رابط]
CT20-AR-03	1224015469168013312	وزارة الصحة  لم تسجل السعودية حتى الآن أي حالة إصابة مؤكدة بفيروس كورونا الجديد ، ويتم تطبيق أعلى الإجراءات الإحترازية والوقائية في المنافذ    المملكة  كورونا  [رابط]		1	"وزارة الصحة لم تسجل السعودية حتى الآن أي حالة إصابة مؤكدة بفيروس كورونا الجديد ، ويتم تطبيق أعلى الإجراءات الإحترازية والوقائية في المنافذ المملكة كورونا [رابط]وأوضح المتحدث الرسمي لوزارة الصحة الدكتور خالد بن محمد المرغلاني أن فيروس كورونا الجديد يعد من أهم الفيروسات المسببة لمتلازمة الشرق الأوسط التنفسية "" ميرس "" ، مشيرا إلى أنه تم رصد الفيروس في ثلاث دول هي : الإمارات العربية المتحدة والمملكة العربية السعودية وسلطنة عمان.وأكد المرغلاني حرص وزارة الصحة على اتخاذ كافة التدابير الوقائية والاحترازية للحيلولة دون انتقال المرض بين البشر ، مشددا على ضرورة التزام المواطنين والمقيمين بالممارسات الصحية السليمة أثناء تنقلاتهم وتجنب الأماكن المزدحمة قدر الإمكان حفاظا على صحتهم وسلامتهم."
CT20-AR-28_w1	1239618709410533386	  ولي  العهد  يؤكد عزم المملكة على تنسيق التعاون الدولي لمكافحة وباء  كورونا  الجديد ، وتبني السياسات الملائمة لتخفيف أعبائه الاقتصادية   واس  [رابط]		1	ولي العهد يؤكد عزم المملكة على تنسيق التعاون الدولي لمكافحة وباء كورونا الجديد ، وتبني السياسات الملائمة لتخفيف أعبائه الاقتصادية واس [رابط]
CT20-AR-28_w1	1239622623316840451	عاجل  وزارة  الصحة تسجل [رقم] حالة إصابة جديدة ب  فيروس  كورونا 		1	عاجل وزارة الصحة تسجل [رقم] حالة إصابة جديدة ب فيروس كورونا محمد ال مجذوب CO. 1 [رابط] ]أخبار محلية أخبار عالمية رياضة الاسرة كوكتيل تكنولوجيا ميديا صحة كتاكيت إقتصاد بالهنا والشفا مقالات وشعر قصص وصور معبرة نور سياحة سيارات كان زمان تعليم أسواق مطلوب تطبيقات تحميل MP3 من نحن شروط الاستخدام اتصل بنا للاعلانأنت لم تسجل الدخول بعد أو أنك لا تملك صلاحية لدخول لهذه الصفحة. هذا قد يكون عائدا لأحد هذه الأسباب :ليست لديك صلاحية أو إمتيازات كافية لدخول هذه الصفحة. هل تحاول تعديل مشاركة شخص آخر, دخول ميزات إدارية أو نظام متميز آخر ؟لوحة تحكم العضو الرسائل الخاصة الإشتراكات المتواجدون الآن البحث في المنتدى الصفحة الرئيسية للمنتدى الأقسام العامة المواضيع الاخباريه المنتدى الاسلامي منتدى المالتي ميديا الاسلامي.. صوتيات و فيديو الخيمة الرمضانية الاخبار أخبار مدرسة جرافيك مان الترحيب و المناسبات قاعة المناسبات أخبار العلوم و التكنولوجيا الحوار والنقاش منتدى الخواطر المنتدى الأدبي منتدى القصه تعليم الفوتوشوب دروس فوتوشوب Photoshop دورة الفوتوشوب المؤهله للعمل في الاستوديوهات شرح بالفيديو Learn Graphic فن الدمج بالفوتوشوب - تحريك الصور الأسئله والمشاكل الخاصه ببرنامج الفوتوشوب معرض تصاميم الفوتوشوب تصاميم فوتوشوب
CT20-AR-03	1223149446655041537	وزير الصحة التركي   لا يوجد في تركيا أي حالة مثبتة مصابة بفيروس كورونا الجديد  نفحص الركاب القادمين من الصين بالكاميرات الحرارية وحتى الآن فحضنا [رقم] ألف مسافر دون رصد أي حالة مشبوهة بالفيروس		1	وزير الصحة التركي لا يوجد في تركيا أي حالة مثبتة مصابة بفيروس كورونا الجديد نفحص الركاب القادمين من الصين بالكاميرات الحرارية وحتى الآن فحضنا [رقم] ألف مسافر دون رصد أي حالة مشبوهة بالفيروس.وأشارت الصحيفة إلى أن وزارة الصحة التركية أكدت أنه لم يتم تسجيل أي حالة مؤكدة للإصابة بفيروس كورونا المسبب لمتلازمة الالتهاب الرئوي الحاد ( سارس ) في البلاد حتى الآن.وكانت منظمة الصحة العالمية قد أعلنت في وقت سابق عن اكتشاف أربع حالات إصابة جديدة بفيروس كورونا ، ليرتفع بذلك عدد الحالات المؤكدة التي تم تأكيد إصابتها بهذا الفيروس إلى 13 حالة.
CT20-AR-03	1223900001342054400	عاجل  فيروس آخر يضرب في الصين   هذا الفيروس أخطر من فيروس الكورونا بكثير    فيروس  كورونا [رابط]		1	عاجل فيروس آخر يضرب في الصين هذا الفيروس أخطر من فيروس الكورونا بكثير فيروس كورونا [رابط]
CT20-AR-29	1237385904697688065	ادعو زملائي نواب كسروان وجبيل ورؤساء بلديات المنطقة الى لقاء عاجل للبحث في الخطوات الممكن ان تسهم في مواجهة فايروس الكورونا وتحضير مستشفى البوار الحكومي  كورونا  لبنان  ما  تستهتر [رابط]		1	ادعو زملائي نواب كسروان وجبيل ورؤساء بلديات المنطقة الى لقاء عاجل للبحث في الخطوات الممكن ان تسهم في مواجهة فايروس الكورونا وتحضير مستشفى البوار الحكومي كورونا لبنان ما تستهتر [رابط]
CT20-AR-28_w2	1242318758691078145	 عاجل التلفزيون الصيني  بعد عودة الحياة تدريجيا ، مدينة ووهان الصينية تقرر رفع قيود السفر للخارج ابتداء من [رقم] أبريل ، في حين اكدت السلطات المحلية اليوم الثلاثاء أن مدنا أخرى في مقاطعة هوبي ستستأنف خدمات النقل اعتبارا من [رقم] مارس اذار الجاري   فيروس  كورونا  المستجد		1	عاجل التلفزيون الصيني بعد عودة الحياة تدريجيا ، مدينة ووهان الصينية تقرر رفع قيود السفر للخارج ابتداء من [رقم] أبريل ، في حين اكدت السلطات المحلية اليوم الثلاثاء أن مدنا أخرى في مقاطعة هوبي ستستأنف خدمات النقل اعتبارا من [رقم] مارس اذار الجاري فيروس كورونا المستجد. وذكرت وكالة أنباء الصين الجديدة ( شينخوا ) نقلا عن المركز الوطني لمكافحة الأمراض والوقاية منها أنه تم تسجيل ما يربو على مليون حالة إصابة مؤكدة بفيروس كورونا المسبب لمتلازمة الشرق الأوسط التنفسية في جميع أنحاء البلاد. وأضافت الوكالة أن عدد حالات الوفاة جراء الإصابة بالفيروس بلغ حتى الآن أكثر من 100 ألف شخص. وكان مسؤولون صينيون قد أعلنوا في وقت سابق ارتفاع عدد الوفيات الناجمة عن الفيروس إلى 50 شخصا. وقالت منظمة الصحة العالمية في بيان لها إن المرض لا يزال يشكل خطرا كبيرا على حياة الملايين من الأشخاص حول العالم. ومن المتوقع أن يرتفع عدد الحالات المؤكدة إلى الضعف بحلول نهاية العام الحالي.
CT20-AR-03	1223541558827536385	أجلت طائرة تابعة للخطوط الجوية الملكية الأردنية فجر اليوم السبت ، [رقم] طالبا أردنيا وعربيا من ضمنهم [رقم] طلاب  عمانيين ، من مدينة  ووهان الصينية مركز فيروس   كورونا  ، و سيتم نقلهم إلى مستشفى البشير لفحصهم والتأكد من خلوهم من المرض ، من دون دخولهم إلى مبنى المطار كإجراء احترازي  [رابط]		1	أجلت طائرة تابعة للخطوط الجوية الملكية الأردنية فجر اليوم السبت ، [رقم] طالبا أردنيا وعربيا من ضمنهم [رقم] طلاب عمانيين ، من مدينة ووهان الصينية مركز فيروس كورونا ، و سيتم نقلهم إلى مستشفى البشير لفحصهم والتأكد من خلوهم من المرض ، من دون دخولهم إلى مبنى المطار كإجراء احترازي [رابط]
CT20-AR-28_w1	1240367410193952768	 مباشر   فيروس  كورونا   إيطاليا تسجل [رقم] وفاة جديدة خلال [رقم] ساعة ، والصين تعلن استخدام أول لقاح مضاد للوباء في تجارب سريرية ، إليكم آخر المستجدات [رابط]		1	"مباشر فيروس كورونا إيطاليا تسجل [رقم] وفاة جديدة خلال [رقم] ساعة ، والصين تعلن استخدام أول لقاح مضاد للوباء في تجارب سريرية ، إليكم آخر المستجدات [رابط]أعلنت منظمة الصحة العالمية اليوم الثلاثاء أن عدد حالات الإصابة المؤكدة بفيروس كورونا المسبب لمتلازمة الشرق الأوسط التنفسية "" ميرس "" ارتفع إلى 438 حالة.وقالت المنظمة في بيان لها إن الحالات الجديدة التي تم الإبلاغ عنها حتى الآن هي لسيدة تبلغ من العمر ( 40 عاما ) كانت قد أبلغت عن إصابتها بالفيروس قبل نحو ثلاثة أشهر.وأضافت أنه تم تشخيص حالتها على أنها مصابة بمرض الالتهاب الرئوي اللانمطي الحاد ( سارس ) وهي المرة الأولى التي يتم فيها تشخيص هذا المرض في منطقة الشرق الأوسط وشمال أفريقيا."
CT20-AR-29	1237130517998379016	رئيس وزراء هولندا بعد مطالبته الجميع بعدم المصافحة تفاديا لأي عدوى بفيروس  كورونا المستجد   في نهاية كلمته   تصافح باليد  الطبع يغلب التطبع [رابط]		1	رئيس وزراء هولندا بعد مطالبته الجميع بعدم المصافحة تفاديا لأي عدوى بفيروس كورونا المستجد في نهاية كلمته تصافح باليد الطبع يغلب التطبع [رابط]
CT20-AR-28_w1	1239948018713006093	بالأمس ، اجتاز  اللقاح المؤتلف ل  كوفيد [رقم] الذي طوره فريق الأكاديمية تشن وي ، مراجعة الأبحاث السريرية وتمت الموافقة عليه للتجارب السريرية  وقالت تشين وي  وفقا للمعايير الدولية واللوائح المحلية ، تم التحضير لتحقيق الجودة الآمنة والفعالة للقاح ويمكن السيطرة عليه وإنتاجه على نطاق واسع [رابط]		1	بالأمس ، اجتاز اللقاح المؤتلف ل كوفيد [رقم] الذي طوره فريق الأكاديمية تشن وي ، مراجعة الأبحاث السريرية وتمت الموافقة عليه للتجارب السريرية وقالت تشين وي وفقا للمعايير الدولية واللوائح المحلية ، تم التحضير لتحقيق الجودة الآمنة والفعالة للقاح ويمكن السيطرة عليه وإنتاجه على نطاق واسع [رابط]
CT20-AR-28_w1	1240055569320468481	 سانوفي  تعرض دواء لمواجهة فيروس كورونا الجديد   العربية    كورونا  فيروس  كورونا		1	سانوفي تعرض دواء لمواجهة فيروس كورونا الجديد العربية كورونا فيروس كورونا ( H1N1 ) ، الذي ينتمي إلى عائلة الفيروسات المسببة لمتلازمة الالتهاب الرئوي الحاد ( سارس ).ويمكن أن يتسبب الفيروس في التهاب رئوي حاد يمكن أن يؤدي إلى الوفاة.ووفقا لمنظمة الصحة العالمية ، فإن أكثر من 200 مليون شخص في جميع أنحاء العالم يصابون بهذا الفيروس سنويا ، ومن المتوقع أن يرتفع هذا العدد إلى أكثر من 104 ملايين بحلول عام 2030.
CT20-AR-28_w1	1240298506662875136	الصين تبداء اختبار فعالية الدواء الذي قامت بتحضيره لعلاج  كورونا واذا اثبت فعاليته ستنشره في العالم بالمجان أو بسعر رمزي بعكس الولايات المتحدة التي تحاول أن تستغل العالم من خلال هذا الدواء   عمان  تواجه  كرونا  كوفيد [رقم] [رابط]		1	الصين تبداء اختبار فعالية الدواء الذي قامت بتحضيره لعلاج كورونا واذا اثبت فعاليته ستنشره في العالم بالمجان أو بسعر رمزي بعكس الولايات المتحدة التي تحاول أن تستغل العالم من خلال هذا الدواء عمان تواجه كرونا كوفيد [رقم] [رابط]
CT20-AR-28_w1	1240038198581112833	 عاجل  ارتفاع عدد الوفيات في  أميركا بسبب فيروس  كورونا إلى [رقم] شخص [رابط]		1	"عاجل ارتفاع عدد الوفيات في أميركا بسبب فيروس كورونا إلى [رقم] شخص [رابط] مكتب المحامي جميل كاظم عبد العظيميمنظمة العفو الدولية تحاول توثيق حجم الدمار جراء غارات التحالف على الرقة السورية وزير الخارجية البريطاني : على السعوديين ألا يضعوا شروط أخرى للتفاوض الوفد الوطني للمشاورات المقبلة يلتقي المبعوث الأممي طيران العدوان يشن أربع غارات على مدينة حرض بحجة طيران العدوان يفرج عن "" 20 "" مليون الريال القطري تنفي ما أعلنته شبكة "" سي إن إن "" روسية : الإمارات تخلت عن الغاز مع السعودية نائب رئيس الوزراء الروسي : كوريا الشمالية تنجو من انهيار اتفاق حول مشروع "" باب المندب "" ترامب يقول إن السي آي ايه لم تتوصل إلى استنتاج "" قاطع "" حول قتل خاشقجي واشنطن تبقي على شراكتها "" الراسخة "" مع السعودية ( ترامب ) تشاوش أوغلو : يجب محاسبة من أمر بقتل خاشقجي أيا كان رينو تبقي غصن رئيسا لمجلس إدارتها وتوكل صلاحياته مؤقتا إلى تييري بولوريه بومبيو يعلن أن واشنطن "" تدعم بحزم "" المرشح الكوري الجنوبي لرئاسة الإنتربول ف أم اع 40 قتيلا على الأقل في تفجير انتحاري استهدف لقاء لكبار العلماء في كابول محكمة إماراتية تحكم"
CT20-AR-28_w1	1240285158072336386	بشرى سارة للبشرية   الصين تقر البدء بالتجارب السريرية على أول لقاح لفيروس  كورونا بعد أقل من [رقم] ساعة على التجارب الأميركية معلومة  يعتبر اللقاح أقوى سلاح علمي لمحاربة الفيروس وإنهائه بحسب أكاديمية العلوم الطبية العسكرية في الصين  كوفيد [رقم]  شغف  بالمعرفة [رابط]		1	بشرى سارة للبشرية الصين تقر البدء بالتجارب السريرية على أول لقاح لفيروس كورونا بعد أقل من [رقم] ساعة على التجارب الأميركية معلومة يعتبر اللقاح أقوى سلاح علمي لمحاربة الفيروس وإنهائه بحسب أكاديمية العلوم الطبية العسكرية في الصين كوفيد [رقم] شغف بالمعرفة [رابط]...جريدة النهار المصرية صحيفة تصدر عن شركة الوقائع العربية للصحافة والنشر ، وقد صدر العدد الأول من الجريدة الورقية بتاريخ 14 فبراير 2007 ، ويتولى الكاتب الصحفي أسامة شرشر موقع رئيس مجلس الإدارة ورئيس التحرير ، بينما يتولى الكاتب الصحفي شعبان خليفة منصب رئيس التحرير التنفيذي ، وتضم الجريدة نخبة من الصحفيين الشباب وذوي الخبرة
CT20-AR-03	1223862288337244160	 هام   بعد ارتفاع حصيلة ضحايا  فيروس  كورونا في  الصين إلى [رقم] حالة وفاة ، واكثر من [رقم] مصاب   الخطوط الجوية السعودية تعلن رسميا تعليق رحلاتها من وإلى  جوانزو  الصينية بسبب فيروس كورونا اعتبارا من اليوم الأحد     [رابط]		1	هام بعد ارتفاع حصيلة ضحايا فيروس كورونا في الصين إلى [رقم] حالة وفاة ، واكثر من [رقم] مصاب الخطوط الجوية السعودية تعلن رسميا تعليق رحلاتها من وإلى جوانزو الصينية بسبب فيروس كورونا اعتبارا من اليوم الأحد [رابط]...الموقع عبارة عن قارئ أخبار والمواد الواردة في الموقع لا تعبر عن رأي الموقع ولا يتحمل الموقع اي مسؤولية قانونية عنهاأهلا وسهلا بك زائرنا الكريم ، إذا كانت هذه زيارتك الأولى للمنتدى ، فيرجى التكرم بزيارة صفحة التعليمات ، بالضغط هنا. كما يشرفنا أن تقوم بالتسجيل بالضغط هنا إذا رغبت بالمشاركة في المنتدى ، أما إذا رغبت بقراءة المواضيع والإطلاع فتفضل بزيارة القسم الذي ترغب أدناه.عنوان الموضوع المشاركة الأخيرة تاريخ بداية الموضوع عدد الردود عدد المشاهدات كاتب الموضوع تقييم الموضوعآخر يوم آخر يومين آخر أسبوع آخر 10 أيام آخر أسبوعين آخر شهر آخر 45 يوم آخر شهرين آخر 75 يوم آخر 100 يوم السنة الماضية البدايةلوحة تحكم العضو الرسائل الخاصة الاشتراكات المتواجدون الآن البحث في المنتدى الصفحة الرئيسية للمنتدى قسم المنتديات العامة منتدى الفيزياء العام منتدى الأخبار العلمية. قسم اختراعات وابتكارات العلماء العرب والمسلمين منتدى الفيزياء المسلية. قسم
