topic_id	tweet_id	tweet_text	claim	claim_worthiness	Gen_text
CT20-AR-01	1222571105707352066	في موقف لم يجرؤ عليه حكام ومسئولو العرب المنبطحين للكيان الصهيوني المجرم ردت مندوبة كوبا في منظمة الأمم المتحدة للعلوم والثقافة  اليونسكو  على المندوب الصهيوني للكيان المحتل ، ردا مزلزلا حينما طالب بالوقوف دقيقية حداد على من أسماهم بضحايا المحارق اليهودية   صفقة  القرن  لن  تمر [رابط]		1	في موقف لم يجرؤ عليه حكام ومسئولو العرب المنبطحين للكيان الصهيوني المجرم ردت مندوبة كوبا في منظمة الأمم المتحدة للعلوم والثقافة اليونسكو على المندوب الصهيوني للكيان المحتل ، ردا مزلزلا حينما طالب بالوقوف دقيقية حداد على من أسماهم بضحايا المحارق اليهودية صفقة القرن لن تمر [رابط]
CT20-AR-01	1222622946360950786	تحية للصومال وشعبها الحر   مجلس الشيوخ الصومالي يهاجم ترامب ، ويعلن رفضه ل  صفقة  القرن  ويجدد التأكيد على موقفه الداعم للشعب الفلسطيني  [رابط]		1	تحية للصومال وشعبها الحر مجلس الشيوخ الصومالي يهاجم ترامب ، ويعلن رفضه ل صفقة القرن ويجدد التأكيد على موقفه الداعم للشعب الفلسطيني [رابط] … [بريد]عاجل : واشنطن تقرر فرض عقوبات صارمة على 17 مسئول سعودي متهمين بمقتل خاشقجي.. بينهم شخصيات من العيار الثقيل « الاسماء »طيران التحالف يستهدف بغارة جوية سيارتي نقل تابعة لميلشيا الحوثي.. لن تصدق ماذا كان يوجد فيها.. « صور + تفاصيل »الرئيس ينفجر غاضبا في وجه جريفيث : لن نعود للوراء وسندخل الحديدة وصنعاء ولن تجبرنا انت ولا أي قوة في العالم لإيقاف الحرب
CT20-AR-01	1222231443918721026	صور مظاهرة غضب حاشدة في مدينة رام الله رفضا ل  صفقة  القرن التي أعلنها ترمب ونتنياهو لإنهاء الوجود الفلسطيني   لا  لبصقة  القرن  تسقط  صفقة  القرن [رابط]		1	"صور مظاهرة غضب حاشدة في مدينة رام الله رفضا ل صفقة القرن التي أعلنها ترمب ونتنياهو لإنهاء الوجود الفلسطيني لا لبصقة القرن تسقط صفقة القرن [رابط]في الوقت الذي تتزعم فيه فرنسا الاحتفال بمئوية نهاية ما يسمونه "" الحرب العالمية الأولى "" ، نطرح سؤالا : لماذا …مصاحبة ومعرفة تاريخنا الإسلامي بعمومه ، والأندلسي منه بالذات ، ترينا عجائب الصيغ والصبغ والصور الكريمة ، لخصوصيته ومجريات أحداثه ، …"
CT20-AR-01	1222587207875289089	تظاهرات الغضب تعم الشارع الفلسطيني رفضا ل  صفقة  القرن  سرقة  القرن [رابط]		1	تظاهرات الغضب تعم الشارع الفلسطيني رفضا ل صفقة القرن سرقة القرن [رابط]المجلس التشريعيمنظمة التحريرأحزاب وفصائلجماعات إسلاميةمجتمع مدنيإتحادات ونقاباتلقاءات وتصريحات سياسةالإنقسامبرج المراقبةأحداث جاريةأسري صحافة المواطنفي الميدانمتابعاتحياة الناسالسلطة الفلسطينيةالوزارات أخبارطلال سلمان خاشقجي : أغلى جثة في التاريخ! مزاد بين ترامب واردوغان.. والحساب على بن سلمان راسم عبيدات بن سلمان في طريقه للهاوية
CT20-AR-01	1222916378409172997	لم تخرج أي تصريحات رسمية من أي مسؤول في العالم الإسلامي ترفض ما يسمى ب  صفقة  القرن سوى من الرئيس أردوغان أغلب ظني أن جامعة الدول العربية سوف تنتقد الموقف التركي  		1	لم تخرج أي تصريحات رسمية من أي مسؤول في العالم الإسلامي ترفض ما يسمى ب صفقة القرن سوى من الرئيس أردوغان أغلب ظني أن جامعة الدول العربية سوف تنتقد الموقف التركي ، حتى لو كان ذلك على لسان أمينها العام نبيل العربي.
CT20-AR-01	1222984684495417351	قبل أكثر من قرن ، جمع أثرياء اليهود [رقم] مليون ليرة ذهبية وعرضوا على السلطان عبد الحميد الثاني سداد ديون الدولة العثمانية مقابل تمكين اليهود من الهجرة إلى فلسطين ، فرفض بشكل قاطع  واليوم  محمد بن سلمان ومحمد بن زايد  جمعوا [رقم] مليار دولار لتنفيذ  صفقة  القرن خدمة للصهاينة المحتلين  		1	قبل أكثر من قرن ، جمع أثرياء اليهود [رقم] مليون ليرة ذهبية وعرضوا على السلطان عبد الحميد الثاني سداد ديون الدولة العثمانية مقابل تمكين اليهود من الهجرة إلى فلسطين ، فرفض بشكل قاطع واليوم محمد بن سلمان ومحمد بن زايد جمعوا [رقم] مليار دولار لتنفيذ صفقة القرن خدمة للصهاينة المحتلين.
CT20-AR-01	1222234308531904517	مكبرات مساجد الضفة الغربية تصدح بآيات القتال في القرآن عقب إعلان صفقة القرن   لا  لبصقة  القرن  تسقط  صفقة  القرن  تسقط  الصفقة [رابط]		1	مكبرات مساجد الضفة الغربية تصدح بآيات القتال في القرآن عقب إعلان صفقة القرن لا لبصقة القرن تسقط صفقة القرن تسقط الصفقة [رابط] …
CT20-AR-01	1222611986246225922	لم يتعدى ضحايا الصراع الفلسطيني الإسرائيلي [رقم] الف قتيل وجريح وأسير منذ [رقم] ولحد الأن أسطوانة  فلسطين المشروخة التي لا يريد قادتها اي حل لكي لا تتوقف عمليات السرقة والنصب بأسم القضية لدينا [رقم] ملايين عربي سني قتلتهم المليشيات الشيعية وشردت [رقم] مليون ولا أحد يعتبرهم قضية  صفقة  القرن		1	لم يتعدى ضحايا الصراع الفلسطيني الإسرائيلي [رقم] الف قتيل وجريح وأسير منذ [رقم] ولحد الأن أسطوانة فلسطين المشروخة التي لا يريد قادتها اي حل لكي لا تتوقف عمليات السرقة والنصب بأسم القضية لدينا [رقم] ملايين عربي سني قتلتهم المليشيات الشيعية وشردت [رقم] مليون ولا أحد يعتبرهم قضية صفقة القرن الامريكية[رقم] عشرات القتلى من النساء والأطفال في عدوان إسرائيل على غزة عبد الباري عطوان : إذا استقالة ليبرمان هي اعتراف بالهزيمة والعجز في مواجهة المقاومة الفلسطينية ، وهو انتصار سياسي لغزة? الخارجية الأمريكية : نحاول إقناع روسيا بضرورة خروج القوات الايرانية من سورية لضمان مصالحنا الحربيةشبكة المسيرة الإعلامية ، شبكة يمنية متنوعة تسعى لنشر الوعي و قيم الحق و العدالة بين مختلف شرائح المجتمعات العربية و الإسلامية من منطلق الثقافة القرآنية ٫ وتعطي الأولوية للقضية الفلسطينية ٫ وتعمل على نصرة قضايا المستضعفين ٫ ومواجهة تزييف وسائل إعلام قوى الاستكبار وكشف مؤامرتها بمصداقية ومهنية وبطرق إبداعية.
CT20-AR-01	1222588155020435464	العماد ميشال عون قالها  المؤامرة على لبنان هي التوطين  و الوقت قد أتى و نطقت أميركا كلمة توطين و أعادتنا بالذاكرة إلى كلمة  كيسينجر  فالتوطين مخططته وقد بدأ تنفيذه في لبنان يوم قال أبو أياد  طريق فلسطين تمر في جونية  وكانت حرب تهجير المسيحيين [رقم]  [رقم] والباقي بتعرفوه  صفقة  القرن		1	العماد ميشال عون قالها المؤامرة على لبنان هي التوطين و الوقت قد أتى و نطقت أميركا كلمة توطين و أعادتنا بالذاكرة إلى كلمة كيسينجر فالتوطين مخططته وقد بدأ تنفيذه في لبنان يوم قال أبو أياد طريق فلسطين تمر في جونية وكانت حرب تهجير المسيحيين [رقم] [رقم] والباقي بتعرفوه صفقة القرن...! ؟
CT20-AR-01	1222207650286448640	ترمب  الحكومات في المنطقة تدرك أن الإرهاب والتطرف الإسلامي هما العدوان للجميع يبدأ بإدانة الاسلام وباسم حكومات المنطقة   ما كان ليتجرأ على ذلك لولا محور الشر ودول الردة في منطقتنا   بل الاحتلال ومن يدعمه هما الخطر على المنطقة والعالم    صفقة  القرن  لن  تمر		1	ترمب الحكومات في المنطقة تدرك أن الإرهاب والتطرف الإسلامي هما العدوان للجميع يبدأ بإدانة الاسلام وباسم حكومات المنطقة ما كان ليتجرأ على ذلك لولا محور الشر ودول الردة في منطقتنا بل الاحتلال ومن يدعمه هما الخطر على المنطقة والعالم صفقة القرن لن تمر.
CT20-AR-01	1222290757308026881	الصهاينة سرقوا الغاز الفلسطيني  فاشتروه منهم  وترامب أعلن  صفقة  القرن لسرقة أرض فلسطين فتسابقوا لتأييدها   عن الحكام المتصهينين أتحدث  		1	"الصهاينة سرقوا الغاز الفلسطيني فاشتروه منهم وترامب أعلن صفقة القرن لسرقة أرض فلسطين فتسابقوا لتأييدها عن الحكام المتصهينين أتحدث هنا عن حكام العرب الذين لا يهمهم إلا مصالحهم الشخصية ، ولا يهتمون سوى بمصالحهم الخاصة على حساب شعوبهم.الملك سلمان وولى العهد خط أحمر.. عادل الجبير : تقارير الاستخبارات الأمريكية مبنية على تقييم وليست أدلة قاطعة.. ويؤكد : نقف على أرض صلبة ومحاولات التسييس مفضوحة.. وسنحصل على السلاح من أى مصدر حفاظا على أمن المملكةشركات السياحة تبحث عن معتمر.. ضعف الإقبال يثير جدلا فى أوساط السياحة الدينية.. الدولة استجابت لتوصية "" العليا للحج "".. والشركات لم تكن مستعدة لتسويق برامجها.. وخبراء متفائلون : بتضاعف الأعداد فى الفترة المقبلةصور.. قصة نجاح أول مصنع تونة مصرية بتمويل جهاز تنمية المشروعات.. مديره : العلبة ب 18 جنيها وجودتها أعلى من التايلندى.. ننتج 10 كرتونة يوميا ب 50 عاملا.. وهدفنا سد احتياجات 40 % بمصر ونصدر لليبيا والإغاثة بسورياهل الإنسان"
CT20-AR-01	1222246502162227200	قارن بين تصريحات الخارجية التركية بتصريحات العربية  تركيا  تقول  صفقة  القرن هي سرقة الأراضي الفلسطينية ويلموننا في احترامنا لسياسة تركيا  لا  لبصقه  القرن		1	قارن بين تصريحات الخارجية التركية بتصريحات العربية تركيا تقول صفقة القرن هي سرقة الأراضي الفلسطينية ويلموننا في احترامنا لسياسة تركيا لا لبصقه القرن.
CT20-AR-01	1222254308974125056	القرار [رقم] يعطي الفلسطنيين الحق بدولة على مساحة [رقم]  من ارض فلسطين التاريخية صفقة ترامب تعترف لهم ب [رقم]  فقط لا تشكل دولة حقيقية بل جزر متناثرة لا تملك مقومات القرار [رقم] يؤكدحق العودة للفلسطنيين صفقة ترامب تلغي هذا الحق و تفرض التوطين خارج فلسطين  صفقة  القرن  صفقة  القرن  لن  تمر		1	القرار [رقم] يعطي الفلسطنيين الحق بدولة على مساحة [رقم] من ارض فلسطين التاريخية صفقة ترامب تعترف لهم ب [رقم] فقط لا تشكل دولة حقيقية بل جزر متناثرة لا تملك مقومات القرار [رقم] يؤكدحق العودة للفلسطنيين صفقة ترامب تلغي هذا الحق و تفرض التوطين خارج فلسطين صفقة القرن صفقة القرن لن تمر...![رقم هاتف] مؤسسة حسين مشبب القحطاني للتجاره والمقاولات وها بحى سيهات, الدمام, الشرقية, ( sa ).. السعوديةعروض سياحية : غرائب الفنادق ، فندق تحت الأرض ، The spirit of adventure lovers underground hotels - تقارير سياحية مصورةتقرير سياحي : مدينة بولزانو الايطاليه صور ومعلومات عن مدينة bolzano الايطالية صور من مدن ايطاليا - شمال ايطاليا - تغطية مصورةتدور تفاصيل شهر رمضان - اياما لجميع أنواع الهجرة النبوية - زوجات النبي صلى الله عليه وسلمابتداء من السادس عشر من شهر شعبان وليلة القدر وأيام العيدين وليالي القدر والآداب ملتقى الوعظ والإرشاد 5 01 - 08 -
CT20-AR-01	1222436239602868224	الرئاسة الفلسطينية تدعو سفراء دول عربية وإسلامية إلى مقاطعة إعلان  صفقة  القرن   فلسطين  القدس  عاصمة  فلسطين  الأبدية [رابط] [رابط]		1	الرئاسة الفلسطينية تدعو سفراء دول عربية وإسلامية إلى مقاطعة إعلان صفقة القرن فلسطين القدس عاصمة فلسطين الأبدية [رابط] [رابط]
CT20-AR-01	1222623973973876738	 عاجل  خارجية  الجزائر في بيان لها  خطة ترامب «  صفقة  القرن » حل موجه ضد الشعب الفلسطيني [رابط]		1	عاجل خارجية الجزائر في بيان لها خطة ترامب « صفقة القرن » حل موجه ضد الشعب الفلسطيني [رابط] محلل سياسي يكشف رسالة ملك المغرب الى نتنياهو [رابطبموافقة رئيس مجلس المستشارين ، ورئيس الحكومة ، ووزير الاقتصاد والمالية ، عقدت لجنة الخارجية والدفاع الوطني والشؤون الإسلامية والمغاربة المقيمين بالخارج جلسة عمل خصصت للنظر في مشروع قانون المالية برسم سنة 2019.وذكر بلاغ لرئاسة الحكومة أن هذه الجلسة ترأسها السيد فؤاد عالي الهمة ، مستشار جلالة الملك ، المكلف بتنسيق وتتبع أشغال اللجنة الوزارية المشتركة بين المملكة المغربية والاتحاد الأوروبي ، والمنبثقة عن المجلس الإداري للأكاديمية الجهوية للتربية والتكوين لجهة الداخلة وادي الذهب.وأضاف المصدر ذاته أنه تم خلال هذه الجلسة ، التي حضرها وزير التربية الوطنية والتكوين المهني والتعليم العالي والبحث العلمي بالنيابة ، مرفوقا بولي العهد الأمير مولاي الحسن ، ومدير صندوق الحسن الثاني للتنمية الاقتصادية والاجتماعية ، تقديم الخطوط العريضة لمشروع قانون المالية لسنة 2019.كما تمت المصادقة على مشروع قانون رقم 91. 18 بتغيير وتتميم القانون رقم 39. 89 المأذون بموجبه في تحويل منشآت عامة إلى القطاع الخاص ، تقدم به الوزير المنتدب لدى رئيس الحكومة المكلف
CT20-AR-01	1222252515829452802	مصر تقدر الجهود الأمريكية ، هكذا علقت خارجية السيسى على كارثة بيع القدس اليوم ، صفعة القرن هى صفعة على قفا كل سيساوى لم يعرف بعد انه يؤيد عميل صهيوني  صفقة  القرن  القدس  ثمنها  دم  القدس  عاصمة  فلسطين  الأبدية		1	مصر تقدر الجهود الأمريكية ، هكذا علقت خارجية السيسى على كارثة بيع القدس اليوم ، صفعة القرن هى صفعة على قفا كل سيساوى لم يعرف بعد انه يؤيد عميل صهيوني صفقة القرن القدس ثمنها دم القدس عاصمة فلسطين الأبدية.الرسائل والمقالات و الآراء المنشورة في المنتدى بأسماء أصحابها أو بأسماء مستعارة لا تمثل بالضرورة الرأي الرسمي لصاحب الموقع أو سودانيز اون لاين بل تمثل وجهة نظر كاتبها
CT20-AR-01	1222589658510565382	 عاجل تصريح خطير جدا ترامب  لن نبدأ بتطبيق  صفقة  القرن إلا بعد إنهاء الإرهاب في قطاع  غزة هل ستكون كحلب أو أدلب والموصل   اللهم احفظ غزة وأهلها		1	عاجل تصريح خطير جدا ترامب لن نبدأ بتطبيق صفقة القرن إلا بعد إنهاء الإرهاب في قطاع غزة هل ستكون كحلب أو أدلب والموصل اللهم احفظ غزة وأهلها من شر الأشرار.
CT20-AR-01	1222604572696424454	مجلس الشيوخ الصومالي يدين بشدة  صفقة  القرن ، ويعلن دعمه الكامل للقضية الفلسطينية وحقوق شعبها  شكرا للصومال وشعبها على هذا الموقف المشرف   [رابط]		1	"مجلس الشيوخ الصومالي يدين بشدة صفقة القرن ، ويعلن دعمه الكامل للقضية الفلسطينية وحقوق شعبها شكرا للصومال وشعبها على هذا الموقف المشرف [رابط]بمناسبة القمة ال 31 للاتحاد الافريقي كتبت الوكالة الموريتانية للإنباء تحت عنوان : قمة التتويج وتعزيز الشراكة"" مرة أخرى يثبت فخامة رئيس الجمهورية السيد محمد ولد عبد العزيز ، من خلال احتضان نواكشوط هذه الأيام للقمة"
CT20-AR-01	1222624852894474241	 عاجل  خارجية  الجزائر  لا سبيل للحل من دون إشراك الفلسطينيين  صفقة  القرن		1	"عاجل خارجية الجزائر لا سبيل للحل من دون إشراك الفلسطينيين صفقة القرن - الموقع الرسمي لعضو اللجنة التنفيذية صالح رافت م. ت. فاكد عضو اللجنة التنفيذية لمنظمة التحرير الفلسطينية ، رئيس دائرة شؤون اللاجئين د. زكريا الاغا ، اليوم الخميس ، ان القيادة الفلسطينية متمسكة بحل الدولتين على حدود الرابع من حزيران عام ١٩٦٧ وعاصمتها القدس الشرقية. وقال الاغا في تصريح صحفي : "" نحن متمسكون بحل الدولتين الذي يستند الى قرارات الشرعية الدولية ومبادرة السلام العربية بما فيها اقامة دولة فلسطين المستقلة بعاصمتها القدس الشرقية وحل قضية اللاجئين استنادا الى قرار الجمعية العامة للأمم المتحدة رقم 194 لعام 1948 "".واضاف : "" اننا نطالب المجتمع الدولي وخاصة مجلس الأمن بتحمل مسؤولياته القانونية والسياسية والأخلاقية لإنهاء الاحتلال الإسرائيلي عن كافة الأراضي الفلسطينية التي احتلتها إسرائيل عام 1967 بما فيها القدس الشرقية والتوصل لحل عادل ومتفق عليه لقضية اللاجئين وفقا لقرار الجمعية العامة للامم المتحدة رقم ( 194 ) "".وشدد على أن القيادة الفلسطينية ستواصل مساعيها مع كافة الأطراف الدولية الفاعلة لاحلال السلام العادل والدائم والشامل وحسب القرارات الدولية ومبدأ حل الدولتين"
CT20-AR-01	1222624465630191617	 عاجل  خارجية  الجزائر  نجدد دعمنا « القوي والدائم » للقضية الفلسطينية ولحق الشعب الفلسطيني الشقيق غير القابل للتصرف أو السقوط بالتقادم  صفقة  القرن		1	عاجل خارجية الجزائر نجدد دعمنا « القوي والدائم » للقضية الفلسطينية ولحق الشعب الفلسطيني الشقيق غير القابل للتصرف أو السقوط بالتقادم صفقة القرنشكرا لكم لمتابعتنا ونعدكم دائما بتقديم كل ما هو افضل.. ونقل الاخبار من كافة المصادر الاخبارية وتسهيل قراءتها لكم. لا تنسوا عمل لايك لصفحتنا على الفيسبوك ومتابعة آخر الاخبار على تويتر. مع تحيات اسرة موقع صحيفة اليوم. صحيفة اليوم ،
