topic_id	tweet_id	tweet_text	claim	claim_worthiness	en	ar
CT20-AR-03	1223612671553044480	عدد المصابين ارتفع إلى نحو [رقم] ألفا ما يتجاوز إصابات فيروس  سارس  عامي [رقم] و [رقم]  فيروس  كورونا  اندبندنت  عربية  تغنيك		1	The number of infected has risen to about [number] thousand beyond the infections of the SARS virus in general [number] and [number] Corona virus Independent Arabia sing you	وقد ارتفع عدد المصابين إلى حوالي [عدد] ألف بعد عدوى فيروس سارس بشكل عام و[عدد] فيروس كورونا المستقلة العربية تغني لكم
CT20-AR-28_w1	1240213416876412928	لأول مرة يشهد شارع السلطان قابوس انخفاض ملحوظ للحركة في فترة ذروته ، سابقا كان الخط يظهر في خرائط جوجل باللون الأحمر  هذا يدل على وعي وتجاوب مختلف فئات المجتمع بقرارات اللجنة العليا للتعامل مع  كوفيد [رقم] أتمنى أن يستمر هذا التجاوب و  يارب  ارفع  عنا  البلاء  عمان  تواجه  كورونا [رابط]		1	For the first time, Sultan Qaboos Street is witnessing a significant decline in traffic during its peak period. Previously, the line was shown in Google Maps in red. This indicates the awareness and response of various segments of society to the decisions of the Supreme Committee for dealing with COVID. I hope that this response will continue.	للمرة الأولى ، يشهد شارع السلطان قابوس انخفاضًا كبيرًا في حركة المرور خلال فترة الذروة. في السابق ، تم عرض الخط في خرائط Google باللون الأحمر. هذا يدل على وعي واستجابة مختلف شرائح المجتمع لقرارات اللجنة العليا للتعامل مع COVID. آمل أن تستمر هذه الاستجابة.
CT20-AR-29	1236406915955122176	 عاجل   البحرين تدعو القادمين من  مصر وإيطاليا وكوريا الجنوبية ولبنان لعزل أنفسهم أسبوعين بسبب  كورونا [رابط]		1	Urgent Bahrain calls on those coming from Egypt, Italy, South Korea and Lebanon to isolate themselves for two weeks because of Corona [link]	البحرين تدعو القادمين من مصر وإيطاليا وكوريا الجنوبية ولبنان إلى عزل أنفسهم لمدة أسبوعين بسبب كورونا
CT20-AR-28_w2	1243112726085259264	وزارة الصحة  تسجيل [رقم] إصابات جديدة بمرض فيروس كورونا ، و [رقم] حالة تماثلت للشفاء  كوفيد [رقم]  عمان  تواجه  كورونا [رابط]		1	Ministry of Health Registers New Coronavirus Infections, Cuved Case Faces Coronavirus [link]	وزارة الصحة تسجل حالات عدوى جديدة بفيروس كورونا ، حالة كوفيد تواجه فيروس كورونا [link]
CT20-AR-03	1223244642076020736	وزير التجارة الأميركي ويلبر روس ، يقول إن تفشي فيروس  كورونا الجديد في  الصين سيفيد الاقتصاد الأميركي من خلال عودة الاستثمارات ومغادرة الشركات لبكين [رابط]		1	U.S. Commerce Secretary Wilbur Ross says the outbreak of the new coronavirus in China will benefit the U.S. economy through the return of investments and corporate departures from Beijing.	قال وزير التجارة الأمريكي ويلبر روس إن تفشي فيروس كورونا الجديد في الصين سيفيد الاقتصاد الأمريكي من خلال عودة الاستثمارات ومغادرات الشركات من بكين.
CT20-AR-03	1224015469168013312	وزارة الصحة  لم تسجل السعودية حتى الآن أي حالة إصابة مؤكدة بفيروس كورونا الجديد ، ويتم تطبيق أعلى الإجراءات الإحترازية والوقائية في المنافذ    المملكة  كورونا  [رابط]		1	The Ministry of Health has not yet registered any confirmed case of the new Corona virus, and the highest precautionary and preventive measures are applied in the ports of the Kingdom of Corona [link]	لم تسجل وزارة الصحة بعد أي حالة مؤكدة لفيروس كورونا الجديد، ويتم تطبيق أعلى التدابير الاحترازية والوقائية في موانئ مملكة كورونا.
CT20-AR-28_w1	1239618709410533386	  ولي  العهد  يؤكد عزم المملكة على تنسيق التعاون الدولي لمكافحة وباء  كورونا  الجديد ، وتبني السياسات الملائمة لتخفيف أعبائه الاقتصادية   واس  [رابط]		1	The Crown Prince confirms the Kingdom's determination to coordinate international cooperation to combat the new Corona epidemic, and adopt appropriate policies to alleviate its economic burdens.	وأكد سمو ولي العهد عزم المملكة على تنسيق التعاون الدولي لمكافحة وباء كورونا الجديد، واعتماد السياسات المناسبة للتخفيف من أعبائه الاقتصادية.
CT20-AR-28_w1	1239622623316840451	عاجل  وزارة  الصحة تسجل [رقم] حالة إصابة جديدة ب  فيروس  كورونا 		1	Urgent Ministry of Health records [number] new case of Corona virus	عاجل سجلات وزارة الصحة [عدد] حالة جديدة من فيروس كورونا
CT20-AR-03	1223149446655041537	وزير الصحة التركي   لا يوجد في تركيا أي حالة مثبتة مصابة بفيروس كورونا الجديد  نفحص الركاب القادمين من الصين بالكاميرات الحرارية وحتى الآن فحضنا [رقم] ألف مسافر دون رصد أي حالة مشبوهة بالفيروس		1	Turkish Minister of Health does not have any proven case infected with the new Corona virus We check passengers coming from China with thermal cameras and so far we have [number] a thousand passengers without monitoring any suspicious case of the virus	وزير الصحة التركي ليس لديه أي حالة مؤكدة مصابة بفيروس كورونا الجديد نتحقق من الركاب القادمين من الصين بكاميرات حرارية وحتى الآن لدينا [عدد] ألف مسافر دون مراقبة أي حالة مشبوهة للفيروس
CT20-AR-03	1223900001342054400	عاجل  فيروس آخر يضرب في الصين   هذا الفيروس أخطر من فيروس الكورونا بكثير    فيروس  كورونا [رابط]		1	Urgent Another virus strikes in China This virus is much more dangerous than Coronavirus [link]	عاجل فيروس آخر يضرب الصين هذا الفيروس أخطر بكثير من فيروس كورونا
CT20-AR-29	1237385904697688065	ادعو زملائي نواب كسروان وجبيل ورؤساء بلديات المنطقة الى لقاء عاجل للبحث في الخطوات الممكن ان تسهم في مواجهة فايروس الكورونا وتحضير مستشفى البوار الحكومي  كورونا  لبنان  ما  تستهتر [رابط]		1	I call on my colleagues, the deputies of Keserwan and Jubail and the mayors of the region to meet urgently to discuss the steps that can contribute to the confrontation of the Corona virus and the preparation of the government hospital Al-Bowar Corona Lebanon what is disregarded [link]	أدعو زملائي نواب كسروان والجبيل ورؤساء بلديات المنطقة للاجتماع بشكل عاجل لمناقشة الخطوات التي يمكن أن تسهم في مواجهة فيروس كورونا وإعداد المستشفى الحكومي البوور كورونا لبنان ما يتم تجاهله
CT20-AR-28_w2	1242318758691078145	 عاجل التلفزيون الصيني  بعد عودة الحياة تدريجيا ، مدينة ووهان الصينية تقرر رفع قيود السفر للخارج ابتداء من [رقم] أبريل ، في حين اكدت السلطات المحلية اليوم الثلاثاء أن مدنا أخرى في مقاطعة هوبي ستستأنف خدمات النقل اعتبارا من [رقم] مارس اذار الجاري   فيروس  كورونا  المستجد		1	China’s Wuhan city to lift overseas travel restrictions starting from April, while local authorities confirmed on Tuesday that other cities in Hubei province will resume transport services as of March.	قررت مدينة ووهان الصينية رفع القيود المفروضة على السفر إلى الخارج ابتداء من أبريل ، في حين أكدت السلطات المحلية يوم الثلاثاء أن مدنًا أخرى في مقاطعة هوبي ستستأنف خدمات النقل اعتبارًا من مارس.
CT20-AR-03	1223541558827536385	أجلت طائرة تابعة للخطوط الجوية الملكية الأردنية فجر اليوم السبت ، [رقم] طالبا أردنيا وعربيا من ضمنهم [رقم] طلاب  عمانيين ، من مدينة  ووهان الصينية مركز فيروس   كورونا  ، و سيتم نقلهم إلى مستشفى البشير لفحصهم والتأكد من خلوهم من المرض ، من دون دخولهم إلى مبنى المطار كإجراء احترازي  [رابط]		1	A plane belonging to Royal Jordanian Airlines evacuated at dawn on Saturday, [number] Jordanian and Arab students, including [number] Omani students, from the Chinese city of Wuhan Corona virus center, and they will be transferred to al-Bashir Hospital to be checked and ensure that they are free of the disease, without entering the airport building as a precautionary measure [link]	إخلاء طائرة تابعة للخطوط الجوية الملكية الأردنية فجر اليوم السبت، [عدد] طلاب أردنيين وعرب، بينهم [عدد] طلاب عمانيين، من مركز فيروس كورونا بمدينة ووهان الصينية، وسيتم نقلهم إلى مستشفى البشير لفحصهم والتأكد من خلوهم من المرض، دون دخول مبنى المطار كإجراء احترازي.
CT20-AR-28_w1	1240367410193952768	 مباشر   فيروس  كورونا   إيطاليا تسجل [رقم] وفاة جديدة خلال [رقم] ساعة ، والصين تعلن استخدام أول لقاح مضاد للوباء في تجارب سريرية ، إليكم آخر المستجدات [رابط]		1	Live Coronavirus Italy records [number] new deaths within [number] hour, China announces the use of the first anti-epidemic vaccine in clinical trials, here's the latest update[link]	سجل فيروس كورونا الحي في إيطاليا [عدد] وفيات جديدة في غضون [عدد] ساعة ، الصين تعلن عن استخدام أول لقاح مضاد للأوبئة في التجارب السريرية ، وهنا آخر تحديث
CT20-AR-29	1237130517998379016	رئيس وزراء هولندا بعد مطالبته الجميع بعدم المصافحة تفاديا لأي عدوى بفيروس  كورونا المستجد   في نهاية كلمته   تصافح باليد  الطبع يغلب التطبع [رابط]		1	The Prime Minister of the Netherlands after calling on everyone not to shake hands to avoid any infection with the new Corona virus at the end of his speech shake hands print predominate[link]	دعا رئيس وزراء هولندا الجميع إلى عدم مصافحة الأيدي لتجنب أي إصابة بفيروس كورونا الجديد في نهاية كلمته مصافحة الأيدي طباعة سائدة
CT20-AR-28_w1	1239948018713006093	بالأمس ، اجتاز  اللقاح المؤتلف ل  كوفيد [رقم] الذي طوره فريق الأكاديمية تشن وي ، مراجعة الأبحاث السريرية وتمت الموافقة عليه للتجارب السريرية  وقالت تشين وي  وفقا للمعايير الدولية واللوائح المحلية ، تم التحضير لتحقيق الجودة الآمنة والفعالة للقاح ويمكن السيطرة عليه وإنتاجه على نطاق واسع [رابط]		1	Yesterday, the recombinant vaccine for COVID-19 developed by the Chen Wei academic team, passed the clinical research review and was approved for clinical trials Chen Wei said in accordance with international standards and local regulations, was prepared to achieve safe and effective quality of the vaccine and can be controlled and mass produced.	بالأمس ، اجتاز اللقاح المؤتلف لـ COVID-19 الذي طوره الفريق الأكاديمي لـ Chen Wei ، مراجعة الأبحاث السريرية وتمت الموافقة على التجارب السريرية وقال تشن وي إنه وفقًا للمعايير الدولية واللوائح المحلية ، تم إعداده لتحقيق جودة آمنة وفعالة للقاح ويمكن التحكم فيه وإنتاجه بكميات كبيرة.
CT20-AR-28_w1	1240055569320468481	 سانوفي  تعرض دواء لمواجهة فيروس كورونا الجديد   العربية    كورونا  فيروس  كورونا		1	Sanofi has been exposed to a drug to confront the new Corona virus Arab Corona Corona virus Corona	سانوفي تعرض لعقار لمواجهة فيروس كورونا الجديد كورونا كورونا فيروس كورونا العربي
CT20-AR-28_w1	1240298506662875136	الصين تبداء اختبار فعالية الدواء الذي قامت بتحضيره لعلاج  كورونا واذا اثبت فعاليته ستنشره في العالم بالمجان أو بسعر رمزي بعكس الولايات المتحدة التي تحاول أن تستغل العالم من خلال هذا الدواء   عمان  تواجه  كرونا  كوفيد [رقم] [رابط]		1	China begins testing the effectiveness of the drug it has prepared for Corona treatment and if proven effective will spread it in the world for free or at a nominal price unlike the United States, which is trying to exploit the world through this drug Oman faces Krona Covid [number] [link]	تبدأ الصين باختبار فعالية الدواء الذي أعدته لعلاج كورونا وإذا ثبتت فعاليته فسينتشر في العالم مجانا أو بسعر رمزي على عكس الولايات المتحدة التي تحاول استغلال العالم من خلال هذا الدواء تواجه عمان كرونا كوفيد [رقم] [link]
CT20-AR-28_w1	1240038198581112833	 عاجل  ارتفاع عدد الوفيات في  أميركا بسبب فيروس  كورونا إلى [رقم] شخص [رابط]		1	Urgent The number of deaths in America due to the Corona virus to [number] person [link]	عاجل عدد الوفيات في أمريكا بسبب فيروس كورونا إلى [عدد] شخص [link]
CT20-AR-28_w1	1240285158072336386	بشرى سارة للبشرية   الصين تقر البدء بالتجارب السريرية على أول لقاح لفيروس  كورونا بعد أقل من [رقم] ساعة على التجارب الأميركية معلومة  يعتبر اللقاح أقوى سلاح علمي لمحاربة الفيروس وإنهائه بحسب أكاديمية العلوم الطبية العسكرية في الصين  كوفيد [رقم]  شغف  بالمعرفة [رابط]		1	Good news for humanity China approves the start of clinical trials on the first coronavirus vaccine after less than [number] an hour on US trials Information The vaccine is the most powerful scientific weapon to fight and end the virus according to the Academy of Military Medical Sciences in China Covid [number] passion for knowledge [link]	أخبار جيدة للبشرية توافق الصين على بدء التجارب السريرية على أول لقاح لفيروس كورونا بعد أقل من ساعة من التجارب الأمريكية معلومات اللقاح هو أقوى سلاح علمي لمحاربة الفيروس والقضاء عليه وفقًا لأكاديمية العلوم الطبية العسكرية في الصين شغف المعرفة
CT20-AR-03	1223862288337244160	 هام   بعد ارتفاع حصيلة ضحايا  فيروس  كورونا في  الصين إلى [رقم] حالة وفاة ، واكثر من [رقم] مصاب   الخطوط الجوية السعودية تعلن رسميا تعليق رحلاتها من وإلى  جوانزو  الصينية بسبب فيروس كورونا اعتبارا من اليوم الأحد     [رابط]		1	Important after the rise of the death toll of Corona virus in China to [number] of deaths, and more than [number] infected Saudi Arabian Airlines officially announces the suspension of flights to and from Guangzhou China due to Corona virus as of Sunday[link]	مهم بعد ارتفاع عدد الوفيات بفيروس كورونا في الصين إلى [عدد] الوفيات ، وأكثر من [عدد] المصابين تعلن الخطوط الجوية العربية السعودية رسميًا عن تعليق الرحلات الجوية من وإلى قوانغتشو الصين بسبب فيروس كورونا اعتبارًا من يوم الأحد
CT20-AR-28_w2	1242542278083850243	 كورونا  فيروس السلطات الفرنسية تطلق سراح [رقم] سجين وتعتزم إطلاق سراح [رقم] آخرين بسبب الخوف من تفشي الفيروس 		1	Coronavirus French authorities release [number] inmate and plan to release [number] others due to fear of virus outbreak	السلطات الفرنسية تفرج عن [عدد] سجين وتخطط للإفراج عن [عدد] آخرين بسبب الخوف من تفشي الفيروس
CT20-AR-03	1223347605243146240	 عاجل  البيت الأبيض  [رقم] إصابات بفيروس  كورونا في الولايات المتحدة  عاجل  العربي [رابط]		1	Urgent White House [number] Coronavirus infections in the United States Urgent Arabic [link]	البيت الأبيض عاجل [رقم] عدوى فيروس كورونا في الولايات المتحدة عاجل العربية [link]
CT20-AR-29	1237498993426550784	بعد أن أدركوا أن أحدا لن يصدق أن  كورونا انتشر في [رقم] دول دون أن تسجل  تركيا أي حالة   أعلنوا عن حالة واحدة لذر الرماد على العيون [رابط]		1	After realizing that no one would believe that Corona had spread in [number] countries without Turkey recording any case, they announced one case of ash cast on the eyes [link]	بعد أن أدركوا أنه لا أحد سيصدق أن كورونا انتشر في [عدد] البلدان دون أن تسجل تركيا أي حالة ، أعلنوا حالة واحدة من الرماد الملقى على العيون.
CT20-AR-28_w1	1240302143703302151	الإعلامية والناشطة همسة ماجد تناشد بإطلاق سراح المعتقلين والمسجونين بسبب خطر تفشي  كورونا  الجديد بطلة عفية عليح رجاءا نشروه على اكبر صعيد  كورونا  الجديد [رابط]		1	Media and activist Hamsa Majid calls for the release of detainees and prisoners due to the threat of the new Corona outbreak heroine Afya Alih, please spread it on the largest level of new Corona [link]	وسائل الإعلام والناشطة حمسا ماجد تدعو إلى إطلاق سراح المعتقلين والسجناء بسبب تهديد بطلة تفشي كورونا الجديدة عافية عليه ، يرجى نشرها على أكبر مستوى من كورونا الجديدة [link]
CT20-AR-29	1237118460704030720	 الهجرة  رحلات استثنائية لإعادة المواطنين الراغبين فى العودة من السعودية  كورونا [رابط]		1	Migration Extraordinary flights to return citizens wishing to return from Saudi Corona [link]	رحلات استثنائية لإعادة المواطنين الراغبين في العودة من كورونا السعودية [link]
CT20-AR-28_w2	1242421929438478337	 عاجل  اللجنة العليا للتعامل مع  كوفيد [رقم]  تعليق جميع رحلات الطيران الداخلية والدولية من مطارات السلطنة وإليها ابتداء من الساعة الثانية عشر ظهر يوم الأحد الموافق [رقم] مارس [رقم] م ، وتستثنى من ذلك التعليق رحلات محافظة مسندم ورحلات الشحن الجوي  مركز  الأخبار		1	Urgent Supreme Committee to deal with COVID [No.] Suspend all domestic and international flights to and from the Sultanate's airports starting from 12 noon on Sunday, March [No.] m, excluding suspension of Musandam Governorate flights and air cargo flights News Center	اللجنة العليا العاجلة للتعامل مع كوفيد [رقم] تعليق جميع الرحلات الداخلية والدولية من وإلى مطارات السلطنة ابتداءً من الساعة 12 ظهرًا يوم الأحد ، مارس [رقم] م ، باستثناء تعليق رحلات محافظة مسندم ورحلات الشحن الجوي مركز الأخبار
CT20-AR-03	1223555090566582273	الأردن  سوف يتم التحفظ على الأشخاص الذين تم إجلائهم من مدينة ووهان الصينية ، ولا يوجد أي إصابة مؤكدة بالكورونا    كورونا  الأردن		1	Jordan will be detaining people evacuated from Wuhan, China, and there is no confirmed case of Coronavirus Jordan	سيحتجز الأردن الأشخاص الذين تم إجلاؤهم من ووهان ، الصين ، ولا توجد حالة مؤكدة لفيروس كورونا الأردن
CT20-AR-28_w1	1239647501407453186	 وزارة  التعليم تتخذ مزيدا من الإجراءات الاحترازية لمنع تفشي  فيروس  كورونا بعد قرار تعليق الحضور لمقرات العمل  [رابط]		1	Ministry of Education takes more precautionary measures to prevent coronavirus outbreak after decision to suspend attendance at workplaces	تتخذ وزارة التعليم المزيد من التدابير الاحترازية لمنع تفشي فيروس كورونا بعد قرار تعليق الحضور في أماكن العمل
CT20-AR-28_w1	1240330876745142274	 هام   عاجل    وزارة  الصحة السعودية تعلن تسجيل [رقم] حالة إصابة جديدة ب  فيروس  كورونا الجديد ، ليصبح العدد الكلي [رقم] حالة إصابة مؤكدة بالمملكة حتى هذه اللحظة    [رابط]		1	Important Urgent The Saudi Ministry of Health announces the registration of a new case of Coronavirus, bringing the total number of confirmed cases in the Kingdom until this moment [link]	تعلن وزارة الصحة السعودية عن تسجيل حالة جديدة من فيروس كورونا، وبذلك يصل العدد الإجمالي للحالات المؤكدة في المملكة حتى هذه اللحظة [link]
CT20-AR-28_w1	1240320942527692802	خبر عاجل نصف عدد طلاب العالم منقطعون عن المدرسة بسبب  كوفيد  [رقم]  اليونسكو تدشن تحالفا عالميا للإسراع في تعميم حلول التعلم عن بعد  للمزيد  [رابط]  فيروس  كورونا  فيروس  كورونا  المستجد [رابط]		1	Half of the world’s students are out of school due to COVID [No.] UNESCO launches a global alliance to accelerate the deployment of distance learning solutions for more	نصف طلاب العالم غير ملتحقين بالمدارس بسبب كوفيد [رقم] اليونسكو تطلق تحالفًا عالميًا لتسريع نشر حلول التعلم عن بعد للمزيد
CT20-AR-29	1236781017853198340	على الرغم من أن قرار  السعودية بتعليق السفر تماما لدول الخليج ودول أخرى عربية يعد قرار غير مسبوق   إلا أن السعودية تخوض معركة أشد ضراوة من  كورونا وهي معركة أسعار النفط حيث أدى عدم توصلها إتفاق مع روسيا لإنهيار اسعار النفط بشكل مسبوق في معركة “ كسر عظم ”		1	"Although Saudi Arabia's decision to completely suspend travel to the Gulf and other Arab countries is unprecedented, Saudi Arabia is fighting a fiercer battle than Corona, the battle of oil prices, where the failure to reach an agreement with Russia led to the collapse of oil prices unprecedented in the battle ""broken bone"""	"على الرغم من أن قرار المملكة العربية السعودية بتعليق السفر بالكامل إلى الخليج والدول العربية الأخرى لم يسبق له مثيل ، إلا أن المملكة العربية السعودية تقاتل معركة أشرس من كورونا ، معركة أسعار النفط ، حيث أدى الفشل في التوصل إلى اتفاق مع روسيا إلى انهيار أسعار النفط غير المسبوق في معركة ""كسر العظام"""
CT20-AR-28_w1	1240026022034264070	المملكة تدعو لعقد قمة استثنائية لقادة  مجموعة  العشرين حول  فيروس  كورونا   واس [رابط]		1	Saudi Arabia calls for extraordinary summit of G20 leaders on coronavirus [link]	المملكة العربية السعودية تدعو إلى قمة استثنائية لقادة مجموعة العشرين حول فيروس كورونا
CT20-AR-03	1223712760049086472	 فيروس  كورونا  الجديد رجل مصاب بكورونا ويصور المريض المتوفي امامه بنفس المرض والاطباء ينقلونه يتسأل متى يكون دوره [رابط]		1	The new Corona virus is a man infected with Corona and the patient is filmed dead in front of him with the same disease and doctors transfer him wondering when his role [link]	فيروس كورونا الجديد هو رجل مصاب بفيروس كورونا ويتم تصوير المريض ميتا أمامه بنفس المرض وينقله الأطباء متسائلين متى دوره
CT20-AR-03	1223546532848422913	خايفة على أهلها   فتاة مصرية ترفض العودة من  الصين رغم انتشار   كورونا  [رابط] [رابط]		1	Fear for her family An Egyptian girl refuses to return from China despite the spread of Corona [link] [link]	فتاة مصرية ترفض العودة من الصين رغم انتشار كورونا
CT20-AR-03	1224090113350594560	أكثر من [رقم] مليون شخص معزولون في الصين بسبب  فيروس  كورونا ، وإيطاليا تعلن عن عزل شيفرته الوراثية ما بدا بصيص أمل  التلفزيون  العربي [رابط]		1	More than one million people isolated in China due to coronavirus, Italy announces isolation of its genetic code	أكثر من مليون شخص معزول في الصين بسبب فيروس كورونا ، إيطاليا تعلن عزل شفرتها الوراثية
CT20-AR-28_w1	1239653737171468290	هل تعلم  يستطيع  فيروس  كورونا أن يعيش في المناخ الرطب والحار على السواء  وقد انتشر بالفعل في بلدان ذات مناخ حار وأخرى ذات مناخ بارد وجاف  اتبع احتياطات الوقاية أينما تعيش ومهما كان المناخ  موارد معلومات عن  COVID[رقم]  [رابط] [رابط]		1	Did you know Coronavirus can live in both humid and hot climates and has already spread to countries with hot climates and other cold and dry climates Follow precautions wherever you live and whatever the climate Resources Information about COVID[number] [link] [link]	هل تعلم أن فيروس كورونا يمكن أن يعيش في كل من المناخات الرطبة والساخنة وقد انتشر بالفعل إلى البلدان ذات المناخات الحارة وغيرها من المناخات الباردة والجافة اتبع الاحتياطات أينما كنت تعيش وأيا كانت معلومات الموارد المناخية حول COVID [رقم] [link] [link]
CT20-AR-28_w2	1242763183212937219	 كورونا  فيروس إصابة ولي العهد البريطاني الامير تشارلز		1	Coronavirus infects British Crown Prince Charles	فيروس كورونا يصيب ولي العهد البريطاني الأمير تشارلز
CT20-AR-03	1223878972401840129	ب [رقم] أيام فقط   الصين تنتهي من بناء مستشفى لعلاج المصابين ب  فيروس  كورونا في مدينة  ووهان وسط  الصين حيث يبدأ بتقديم خدماته غدا الاثنين [رابط]		1	China completes construction of hospital for coronavirus patients in Wuhan, central China, where it will begin services on Monday	الصين تستكمل بناء مستشفى لمرضى فيروس كورونا في ووهان بوسط الصين حيث ستبدأ خدماتها يوم الاثنين
