topic_id	tweet_id	tweet_text	claim	claim_worthiness	en	ar
CT20-AR-01	1222234308531904517	مكبرات مساجد الضفة الغربية تصدح بآيات القتال في القرآن عقب إعلان صفقة القرن   لا  لبصقة  القرن  تسقط  صفقة  القرن  تسقط  الصفقة [رابط]		1	West Bank mosque speakers shout verses of fighting in the Quran following the announcement of the deal of the century not the spit of the century drop the deal of the century drop the deal [link]	متحدثو مساجد الضفة الغربية يصرخون بآيات القتال في القرآن بعد الإعلان عن صفقة القرن وليس بصق القرن إسقاط صفقة القرن إسقاط الصفقة [link]
CT20-AR-01	1222611986246225922	لم يتعدى ضحايا الصراع الفلسطيني الإسرائيلي [رقم] الف قتيل وجريح وأسير منذ [رقم] ولحد الأن أسطوانة  فلسطين المشروخة التي لا يريد قادتها اي حل لكي لا تتوقف عمليات السرقة والنصب بأسم القضية لدينا [رقم] ملايين عربي سني قتلتهم المليشيات الشيعية وشردت [رقم] مليون ولا أحد يعتبرهم قضية  صفقة  القرن		1	The victims of the Palestinian-Israeli conflict [number] have not exceeded a thousand dead, wounded and prisoners since [number] and so far the broken record of Palestine, whose leaders do not want any solution so that the thefts and vandalism in our name do not stop [number] millions of Sunni Arabs killed by Shiite militias and displaced [number] a million and no one considers them the issue of the deal of the century	لم يتجاوز عدد ضحايا الصراع الفلسطيني الإسرائيلي ألف قتيل وجريح وأسرى منذ [الأر ، وحتى الآن سجل فلسطين المحطمة ، التي لا يريد قادتها أي حل حتى لا توقف السرقات والتخريب باسمنا الملايين من العرب السنة الذين قتلتهم الميليشيات الشيعية وشردوا [عدد] مليون ولا أحد يعتبرهم قضية صفقة القرن.
CT20-AR-01	1222588155020435464	العماد ميشال عون قالها  المؤامرة على لبنان هي التوطين  و الوقت قد أتى و نطقت أميركا كلمة توطين و أعادتنا بالذاكرة إلى كلمة  كيسينجر  فالتوطين مخططته وقد بدأ تنفيذه في لبنان يوم قال أبو أياد  طريق فلسطين تمر في جونية  وكانت حرب تهجير المسيحيين [رقم]  [رقم] والباقي بتعرفوه  صفقة  القرن		1	General Michel Aoun said the conspiracy on Lebanon is resettlement and the time has come and America has spoken the word of resettlement and brought us back to memory the word Kissinger and resettlement his plan and it began to be implemented in Lebanon when Abu Ayad said the road of Palestine passes in Jounieh and was a war of displacing Christians [number] [number] and the rest by knowing the deal of the century	قال العماد ميشال عون إن المؤامرة على لبنان هي إعادة التوطين وقد حان الوقت وقد تكلمت أمريكا بكلمة إعادة التوطين وأعادتنا إلى الذاكرة كلمة كيسنجر وإعادة التوطين خطته وبدأ تنفيذها في لبنان عندما قال أبو عياد إن طريق فلسطين يمر في جونيه وكانت حرب تهجير للمسيحيين [عدد] والباقي بمعرفة صفقة القرن
CT20-AR-01	1222207650286448640	ترمب  الحكومات في المنطقة تدرك أن الإرهاب والتطرف الإسلامي هما العدوان للجميع يبدأ بإدانة الاسلام وباسم حكومات المنطقة   ما كان ليتجرأ على ذلك لولا محور الشر ودول الردة في منطقتنا   بل الاحتلال ومن يدعمه هما الخطر على المنطقة والعالم    صفقة  القرن  لن  تمر		1	Trump governments in the region realize that terrorism and Islamic extremism are aggression for all starts by condemning Islam and in the name of the governments of the region would not have dared to do so had it not been for the axis of evil and apostasy countries in our region, but occupation and those who support it are the danger to the region and the world The deal of the century will not pass	تدرك حكومات ترامب في المنطقة أن الإرهاب والتطرف الإسلامي عدوان للجميع يبدأ بإدانة الإسلام وباسم حكومات المنطقة لم تكن لتجرؤ على القيام بذلك لو لم يكن محور الشر والردة في منطقتنا، لكن الاحتلال ومن يدعمه هو الخطر على المنطقة والعالم صفقة القرن لن تمر.
CT20-AR-01	1222290757308026881	الصهاينة سرقوا الغاز الفلسطيني  فاشتروه منهم  وترامب أعلن  صفقة  القرن لسرقة أرض فلسطين فتسابقوا لتأييدها   عن الحكام المتصهينين أتحدث  		1	The Zionists stole Palestinian gas, they bought it from them, and Trump announced the deal of the century to steal the land of Palestine, and they raced to support it for the Zionist rulers.	الصهاينة سرقوا الغاز الفلسطيني، واشتروه منهم، وترامب أعلن صفقة القرن لسرقة أرض فلسطين، وتسابقوا لدعمها للحكام الصهاينة.
CT20-AR-01	1222246502162227200	قارن بين تصريحات الخارجية التركية بتصريحات العربية  تركيا  تقول  صفقة  القرن هي سرقة الأراضي الفلسطينية ويلموننا في احترامنا لسياسة تركيا  لا  لبصقه  القرن		1	Compare the statements of the Turkish Foreign Ministry with the statements of the Arab Turkey says the deal of the century is the theft of Palestinian land and blame us in our respect for the policy of Turkey, not spit century	قارن تصريحات وزارة الخارجية التركية مع تصريحات تركيا العربية التي تقول إن صفقة القرن هي سرقة الأراضي الفلسطينية وتلومنا في احترامنا لسياسة تركيا وليس بصاق القرن
CT20-AR-01	1222254308974125056	القرار [رقم] يعطي الفلسطنيين الحق بدولة على مساحة [رقم]  من ارض فلسطين التاريخية صفقة ترامب تعترف لهم ب [رقم]  فقط لا تشكل دولة حقيقية بل جزر متناثرة لا تملك مقومات القرار [رقم] يؤكدحق العودة للفلسطنيين صفقة ترامب تلغي هذا الحق و تفرض التوطين خارج فلسطين  صفقة  القرن  صفقة  القرن  لن  تمر		1	The decision [number] gives the Palestinians the right to a state on an area [number] of the land of historic Palestine Trump's deal recognizes them as not only a real state but scattered islands that do not have the components of the decision [number] confirms the right of return to the Palestinians Trump's deal cancels this right and imposes settlement outside Palestine Deal of the Century The deal of the century will not pass	القرار يعطي الفلسطينيين الحق في دولة على مساحة من أرض فلسطين التاريخية صفقة ترامب تعترف بهم ليس فقط كدولة حقيقية ولكن جزر متناثرة لا تحتوي على مكونات القرار تؤكد على حق العودة للفلسطينيين صفقة ترامب تلغي هذا الحق وتفرض الاستيطان خارج فلسطين صفقة القرن صفقة القرن لن تمر
CT20-AR-01	1222436239602868224	الرئاسة الفلسطينية تدعو سفراء دول عربية وإسلامية إلى مقاطعة إعلان  صفقة  القرن   فلسطين  القدس  عاصمة  فلسطين  الأبدية [رابط] [رابط]		1	The Palestinian presidency calls on ambassadors of Arab and Islamic countries to boycott the declaration of the deal of the century Palestine Jerusalem, the eternal capital of Palestine [link] [link]	الرئاسة الفلسطينية تدعو سفراء الدول العربية والإسلامية لمقاطعة إعلان صفقة القرن القدس الفلسطينية العاصمة الأبدية لفلسطين
CT20-AR-01	1222623973973876738	 عاجل  خارجية  الجزائر في بيان لها  خطة ترامب «  صفقة  القرن » حل موجه ضد الشعب الفلسطيني [رابط]		1	Algeria’s Foreign Ministry in a statement on Trump’s “Deal of the Century” a solution directed against the Palestinian people [link]	"وزارة الخارجية الجزائرية في بيان حول ""صفقة القرن"" التي طرحها ترامب لحل موجه ضد الشعب الفلسطيني"
CT20-AR-01	1222252515829452802	مصر تقدر الجهود الأمريكية ، هكذا علقت خارجية السيسى على كارثة بيع القدس اليوم ، صفعة القرن هى صفعة على قفا كل سيساوى لم يعرف بعد انه يؤيد عميل صهيوني  صفقة  القرن  القدس  ثمنها  دم  القدس  عاصمة  فلسطين  الأبدية		1	Egypt appreciates the American efforts, so Al-Sisi’s foreign ministry commented on the disaster of selling Jerusalem today, the slap of the century is a slap on the face of every politician who has not yet known that he supports the Zionist client of the deal of the century Jerusalem, the price of which is the blood of Jerusalem, the eternal capital of Palestine.	مصر تقدر الجهود الأمريكية، لذلك علقت وزارة خارجية السيسي على كارثة بيع القدس اليوم، صفعة القرن صفعة على وجه كل سياسي لم يعرف بعد أنه يدعم العميل الصهيوني لصفقة القرن القدس، التي ثمنها دماء القدس، عاصمة فلسطين الأبدية.
CT20-AR-01	1222589658510565382	 عاجل تصريح خطير جدا ترامب  لن نبدأ بتطبيق  صفقة  القرن إلا بعد إنهاء الإرهاب في قطاع  غزة هل ستكون كحلب أو أدلب والموصل   اللهم احفظ غزة وأهلها		1	Urgent A very dangerous statement Trump We will not start to implement the deal of the century until after the end of terrorism in the Gaza Strip will it be like milk or Idlib and Mosul, God save Gaza and its people	ترامب: لن نبدأ في تنفيذ صفقة القرن إلا بعد انتهاء الإرهاب في قطاع غزة هل سيكون مثل الحليب أو إدلب والموصل حفظ الله غزة وأهلها
CT20-AR-01	1222604572696424454	مجلس الشيوخ الصومالي يدين بشدة  صفقة  القرن ، ويعلن دعمه الكامل للقضية الفلسطينية وحقوق شعبها  شكرا للصومال وشعبها على هذا الموقف المشرف   [رابط]		1	The Somali Senate strongly condemns the Deal of the Century, and declares its full support for the Palestinian cause and the rights of its people.	يدين مجلس الشيوخ الصومالي بشدة صفقة القرن، ويعلن دعمه الكامل للقضية الفلسطينية وحقوق شعبها.
CT20-AR-01	1222624852894474241	 عاجل  خارجية  الجزائر  لا سبيل للحل من دون إشراك الفلسطينيين  صفقة  القرن		1	Algeria’s Foreign Ministry: There is no solution without the involvement of the Palestinians	الخارجية الجزائرية: لا حل بدون مشاركة الفلسطينيين
CT20-AR-01	1222624465630191617	 عاجل  خارجية  الجزائر  نجدد دعمنا « القوي والدائم » للقضية الفلسطينية ولحق الشعب الفلسطيني الشقيق غير القابل للتصرف أو السقوط بالتقادم  صفقة  القرن		1	"Algeria renews its ""strong and permanent"" support for the Palestinian cause and the inalienable right of the Palestinian people or the statute of limitations deal of the century"	"الجزائر تجدد دعمها ""القوي والدائم"" للقضية الفلسطينية وحق الشعب الفلسطيني غير القابل للتصرف أو صفقة قانون التقادم في القرن"
CT20-AR-01	1222594084826763267	قبل تنظيف الحساب من ذباب محمد دحلان أريد منهم جوابا  هل أصدر موقفا خلال [رقم] من  صفقة  القرن  ما قرأته على حسابه دعوة لأبو مازن كي ينظر في قباب القدس ، علما أنه يضع قبة الصخرة في كل غرفة في المقاطعة  كلامه السابق كان يتهم حماس بأنها وراء الصفقة  أفيدونا قبل تنظيف الحساب [رابط]		0	Before cleaning the account of the flies of Mohammed Dahlan I want them to answer whether he issued a position during the [number] of the deal of the century what I read on his account an invitation to Abu Mazen to look at the domes of Jerusalem, knowing that he puts the Dome of the Rock in every room in the province His previous statement was accusing Hamas that it was behind the deal Avedonna before cleaning the account [link]	قبل تنظيف حساب ذباب محمد دحلان أريدهم أن يجيبوا عما إذا كان قد أصدر موقفا خلال [رقم] صفقة القرن ما قرأته على حسابه دعوة لأبو مازن للنظر في قباب القدس، مع العلم أنه يضع قبة الصخرة في كل غرفة في المحافظة وكان بيانه السابق يتهم حماس بأنها كانت وراء صفقة أفدونا قبل تنظيف الحساب.
CT20-AR-01	1222255830185148418	محمد جواد  ظريف  الخطة المسماة رؤية السلام هي ببساطة حلم تاجر عقارات يعاني من الافلاس  الموت  لأمريكا  صفقة  القرن  لن  تمر		0	Mohammad Javad Zarif The plan called the vision of peace is simply the dream of a real estate trader suffering bankruptcy death to America The deal of the century will not pass	محمد جواد ظريف الخطة المسماة رؤية السلام هي ببساطة حلم تاجر عقاري يعاني من الإفلاس والموت لأمريكا صفقة القرن لن تمر
CT20-AR-01	1222566931624071174	فطرنا الله على حب  القدس وإننا مصابون اليوم بما نحب    تسقط  صفقة  القرن		0	God has blessed us with the love of Jerusalem, and today we are afflicted with what we love.	لقد باركنا الله بحب القدس، واليوم نحن نتألم بما نحب.
CT20-AR-01	1222594814161686528	 تسقط  صفقه  القرن [رقم] [رقم] عاما وعمان تنادي بالدول العربية أن يتحدوا من أجل مجابهة إسرائيل ولم ينصتوا [رقم] عاما وعمان تنادي أن لا يتدخلوا في شؤون بعضهم ونتوحد من أجل مجابهة الأعداء ولم ينصتوا [رقم] عاما وعمان تنادي بالتحرك الحقيقي بالقضية الفلسطينية وكانوا يصمتون ويهربون لم يستمعوا لعمان		0	The deal of the century falls [No.] year and Amman calls on the Arab countries to unite in order to confront Israel and did not listen [No.] year and Amman calls not to interfere in each other's affairs and unite in order to confront the enemies and did not listen [No.] year and Amman calls for real movement of the Palestinian cause and they were silent and fled did not listen to Oman	صفقة القرن تقع السنة و عمان تدعو الدول العربية إلى التوحد من أجل مواجهة إسرائيل و لم تستمع [لا] السنة و عمان تدعو إلى عدم التدخل في شؤون بعضها البعض و تتحد من أجل مواجهة الأعداء و لم تستمع [لا] السنة و عمان تدعو إلى تحرك حقيقي للقضية الفلسطينية و كانوا صامتين و فروا لم يستمعوا إلى عمان
CT20-AR-01	1222276092888854535	القدس قلب عروبتنا وفلسطين ضميرنا الذي لا يموت لن نتخلى عنها ولن نتنازل عن حبة تراب من أرضها  القدس  عاصمة  فلسطين  الأبدية [رابط]		0	Jerusalem is the heart of our Arabness and Palestine, our conscience that does not die, we will not abandon it and we will not give up a grain of dust from its land, Jerusalem, the eternal capital of Palestine.	القدس هي قلب عروبتنا وفلسطين، وضميرنا الذي لا يموت، ولن نتخلى عنه ولن نتخلى عن حبة غبار من أرضه، القدس، العاصمة الأبدية لفلسطين.
CT20-AR-01	1222550675302817793	 تسقط  صفقة  القرن كم رجونا الميسري والجبواني بإن يعودوا إلى جادة الصواب ، لقد تم استغلالهم أسوأ إستغلال من قبل قوى الشمال المهيمن على القرار السياسي داخل الشرعية اليمنية ، فنفخ فيهم إعلام حزب الإصلاح حتى أوقعوهم في صدام مباشر مع المجلس الإنتقالي والتحالف العربي ، هؤلاء ماذا يريدون   [رابط]		0	The deal of the century drops how much we begged al-Maysari and al-Jabwani to return to the right path, they have been exploited the worst exploitation by the forces of the north dominant in the political decision within Yemeni legitimacy, so blow them in the media of the Islah party until they put them in direct conflict with the Transitional Council and the Arab coalition, these are what they want [link]	صفقة القرن تسقط كم توسلنا الميسري والجبواني للعودة إلى الطريق الصحيح، فقد تم استغلالهما بأسوأ استغلال من قبل قوى الشمال المهيمنة في القرار السياسي ضمن الشرعية اليمنية، لذا اضربوهما في وسائل إعلام حزب الإصلاح حتى يضعوهما في صراع مباشر مع المجلس الانتقالي والتحالف العربي، هذا ما يريدونه.
CT20-AR-01	1222113832644022273	الغضب الساطع آت وأنا كلي إيمان   صفقة  القرن  لن  تمر [رابط]		0	The bright anger is coming and I am fully believing the deal of the century will not pass [link]	الغضب المشرق قادم وأنا أؤمن تمامًا أن صفقة القرن لن تمر.
CT20-AR-01	1222526937198923778	ماذا لو أغلقت أمريكا جميع مواقع التواصل الإجتماعى   كيف سيدافع المسلمين و العرب عن فلسطين    وأنا اول واحد مقصر  صفقه  القرن  لن  تمر		0	What if America shuts down all social networking sites, how will Muslims and Arabs defend Palestine, and I'm the first short of a century deal that won't pass?	ماذا لو أغلقت أمريكا جميع مواقع التواصل الاجتماعي، كيف سيدافع المسلمون والعرب عن فلسطين، وأنا أول صفقة قصيرة من قرن لن تمر؟
CT20-AR-01	1222217559304523777	و ليمون يافا يابس في غصونه ، وهل شجر في قبضة الظلم يثمر    فلسطين  لا  لبصقة  القرن [رابط]		0	And Lemon Jaffa dry in his twig, and will trees in the grip of injustice bear fruit Palestine not the spit of the horn (link)	وليمون يافا يجف في غصينه، وهل الأشجار في قبضة الظلم تؤتي ثمارها فلسطين لا بصاق القرن (رابط)
CT20-AR-01	1222114234621943814	هذه الأرض لا تتسع لهويتين ، إما نحن أو نحن   صفقة  القرن  صفقة  القرن  لن  تمر [رابط]		0	This land does not accommodate two identities, either we or we deal of the century deal will not pass [link]	هذه الأرض لا تستوعب هويتين ، إما نحن أو نحن نتعامل مع صفقة القرن لن تمر [link]
CT20-AR-01	1222102265101799425	يا قدس ورد الشوق باح وشدني وطمعت في نيل الغرام فصدني    القدس  عاصمة  فلسطين  الأبدية  القدس  المسجد  الأقصى [رابط]		0	Holy shit, I'm so proud of you, and I'm so proud of you, and I'm so proud of you.	اللعنة، أنا فخورة جداً بك، وأنا فخورة جداً بك، وأنا فخورة جداً بك.
CT20-AR-01	1222617912869113858	القيادي في حركة فتح محمد حوراني  سيترتب على ما يسمى ب  صفقة  القرن مخاطر كثيرة ، والشعب الفلسطيني سيستمر في نضاله   أخبار  العربي [رابط]		0	The leader of the Fatah movement Mohammed Hourani will entail the so-called deal of the century many risks, and the Palestinian people will continue their struggle Arab News [link]	زعيم حركة فتح محمد حوراني سيترتب عليه ما يسمى صفقة القرن العديد من المخاطر، والشعب الفلسطيني سيواصل نضاله عرب نيوز [link]
CT20-AR-01	1222216404654608385	شعور جدودنا وأهالينا في أيام مثل  معاهدة وادي عربة ، كامب ديفيد  مثل شعورنا اليوم ، متخيلين كمية العجز  احنا أضعف من المواجهة ، أضعف من الضغط    اللهم إنا نعوذ بك من العجز ، نعوذ بك من قهر الرجال   صفقة  القرن  لا  لبصقة  القرن		0	The feeling of our grandparents and our parents in days like the Wadi Araba Treaty, Camp David like our feeling today, imagining the amount of disability we are weaker than the confrontation, weaker than the pressure.	شعور أجدادنا وآبائنا في أيام مثل معاهدة وادي عربة، كامب ديفيد مثل شعورنا اليوم، تخيل مقدار الإعاقة نحن أضعف من المواجهة، أضعف من الضغط.
CT20-AR-01	1222290522871648256	بالمناسبة ، ما هو موقف عبدالخالق عبدالله من مشاركة  الإمارات في  صفقة  القرن 		0	By the way, what is the position of Abdul Khaliq Abdullah from the participation of the UAE in the deal of the century	بالمناسبة، ما هو موقف عبد الخالق عبد الله من مشاركة الإمارات في صفقة القرن
CT20-AR-01	1222561821757988865	الإمام السيد علي الخامنئي  إن ما يسمى “ صفقة القرن ” ستؤول إلى الفشل رغم مخططات أمريكا وعملائها لتمريرها   تسقط  صفقة  القرن [رابط]		0	"Imam Sayyed Ali Khamenei that the so-called ""deal of the century"" will turn into failure despite the plans of America and its agents to pass it drop the deal of the century [link]"	"قال الإمام علي خامنئي إن ما يسمى ""صفقة القرن"" ستتحول إلى فشل على الرغم من خطط أمريكا وعملائها لتمريرها إسقاط صفقة القرن."
